Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Indian Wells R32,L vs Muchova,67.6%,36.0%,5.4%,2/0,2.58,15.4%,66.7%,22.2%,7.4%,2.73,20.0%,70.0%,71.4%,0.0%,2.12,0.0%
2026 Indian Wells R64,W vs Zheng,65.7%,56.5%,7.1%,2/3,2.85,5.4%,60.0%,52.4%,2.9%,2.63,8.6%,83.3%,60.0%,13.3%,3.21,0.0%
2026 Dubai R32,W vs Zakharova,72.0%,55.9%,14.6%,8/4,2.63,8.5%,70.9%,43.6%,10.9%,2.71,15.8%,80.0%,80.0%,24.0%,2.55,0.0%
2025 Montreal R64,L vs Muchova,74.7%,48.4%,3.6%,1/2,2.72,23.2%,69.8%,48.6%,0.0%,2.83,33.3%,89.3%,48.0%,10.7%,2.46,0.0%
2025 Rome R128,W vs Grant,88.5%,52.0%,7.1%,4/4,2.41,4.4%,89.8%,46.8%,4.5%,2.49,4.4%,91.3%,71.4%,17.4%,2.18,4.3%
2024 ITF Trnava QF,W vs Toth,94.8%,63.6%,5.2%,1/2,2.41,9.8%,93.5%,65.1%,4.3%,2.37,14.3%,100.0%,58.3%,8.3%,2.50,0.0%
2023 Roland Garros Q1,L vs Fruhvirtova,75.5%,55.4%,2.0%,0/2,2.71,1.3%,83.1%,53.7%,0.0%,2.83,1.9%,76.9%,60.0%,7.7%,2.43,0.0%
Last 52 Weeks (5 matches),,75.8%,51.4%,7.8%,56.7%,2.62,10.4%,75.2%,44.8%,5.0%,2.65,15.0%,84.5%,64.3%,14.7%,2.54,0.9%
Career (7 matches),,77.8%,53.7%,6.5%,51.4%,2.61,8.8%,78.9%,49.5%,4.1%,2.66,12.6%,84.4%,63.1%,13.0%,2.52,0.7%
