Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,48,18,30,37.5%,44-64,40.7%,471-550,46.1%,7-5,58.3%,36,58.5%,24.4%,4.7%,6.9%,60.0%,64.4%,43.9%,56.2%,39.0%,47.7%,0.89
Clay,28,8,20,28.6%,23-41,35.9%,276-324,46.0%,1-4,20.0%,26,56.3%,5.6%,2.9%,4.9%,65.3%,60.3%,42.0%,53.9%,41.9%,48.0%,0.91
Grass,25,11,14,44.0%,24-31,43.6%,241-265,47.6%,3-3,50.0%,23,74.1%,15.0%,5.2%,4.2%,65.6%,66.7%,48.4%,60.4%,39.3%,49.6%,0.99
Grand Slams,19,7,12,36.8%,16-26,38.1%,173-209,45.3%,0-3,0.0%,16,50.0%,11.1%,4.6%,5.1%,64.7%,60.6%,42.5%,54.2%,39.1%,47.2%,0.85
Premiers,13,3,10,23.1%,9-19,32.1%,119-146,44.9%,1-2,33.3%,13,63.6%,10.0%,4.5%,4.0%,63.0%,63.0%,46.1%,56.7%,38.6%,47.8%,0.89
Internationals,64,26,38,40.6%,63-83,43.2%,651-727,47.2%,10-5,66.7%,52,68.9%,17.5%,4.0%,6.1%,62.7%,64.7%,44.8%,57.3%,40.4%,48.7%,0.95
Finals,1,0,1,0.0%,0-2,0.0%,7-13,35.0%,0-0,-,1,-,-,1.3%,2.7%,60.0%,51.1%,43.3%,48.0%,38.5%,43.6%,0.74
Semi-finals,2,1,1,50.0%,3-3,50.0%,32-28,53.3%,0-1,0.0%,2,-,-,5.0%,4.4%,66.3%,58.3%,42.6%,53.0%,44.6%,48.8%,0.95
Quarter-finals,4,2,2,50.0%,5-4,55.6%,48-48,50.0%,2-0,100.0%,4,-,-,2.1%,6.0%,60.8%,65.0%,46.6%,57.8%,42.2%,50.1%,1.00
vs Righties,94,36,58,38.3%,86-124,41.0%,915-1045,46.7%,10-11,47.6%,79,67.2%,17.8%,4.2%,5.4%,63.3%,63.5%,44.3%,56.4%,40.3%,48.4%,0.93
vs Lefties,7,1,6,14.3%,5-12,29.4%,73-94,43.7%,1-1,50.0%,6,70.0%,0.0%,5.5%,7.9%,60.2%,66.1%,45.3%,57.8%,35.0%,46.8%,0.83
vs Top 10,7,0,7,0.0%,0-14,0.0%,41-86,32.3%,0-2,0.0%,7,50.0%,11.1%,5.2%,4.9%,64.4%,59.6%,31.6%,49.6%,33.4%,41.8%,0.66
