Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,7,Hard,14,7,7,50.0%,3,2,1,66.7%,2010,2016,R64,10,0.98,3.6%,7.9%,56.2%,62.1%,43.5%,54.0%,45.3%,52.5%,52.2%
Roland Garros,8,Clay,14,6,8,42.9%,3,0,3,0.0%,2007,2016,R128,8,0.88,3.2%,4.8%,62.1%,58.4%,41.2%,51.9%,42.3%,42.6%,50.8%
Wimbledon,8,Grass,16,8,8,50.0%,2,1,1,50.0%,2007,2016,R64,7,1.00,5.1%,3.5%,70.3%,62.7%,48.6%,58.6%,41.4%,50.0%,54.8%
US Open,9,Hard,18,9,9,50.0%,4,2,2,50.0%,2006,2015,R16,12,0.99,5.1%,5.8%,60.7%,64.4%,46.7%,57.5%,42.2%,61.1%,44.9%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2012,2012,,0,,,,,,,,,,
Prague,7,Clay,16,8,8,50.0%,2,1,1,50.0%,2005,2016,R16,6,0.92,3.5%,5.6%,68.4%,60.5%,44.0%,55.3%,41.2%,42.1%,44.4%
Quebec City,7,Hard,15,8,7,53.3%,5,5,0,100.0%,2010,2017,QF,11,1.02,6.3%,6.6%,57.8%,67.1%,48.8%,59.4%,41.5%,58.7%,41.1%
Indian Wells,6,Hard,8,2,6,25.0%,1,0,1,0.0%,2010,2015,R128,7,0.91,5.1%,5.8%,59.1%,61.0%,35.7%,50.7%,44.9%,37.7%,52.0%
Charleston,5,Clay,8,2,6,25.0%,3,0,3,0.0%,2017,2016,R32,7,0.92,3.5%,3.3%,68.2%,62.3%,46.2%,57.2%,39.5%,61.5%,54.2%
Bad Gastein,4,Clay,10,6,4,60.0%,2,1,1,50.0%,2008,2014,F,6,1.08,2.5%,4.8%,62.0%,63.0%,49.0%,57.7%,45.9%,38.9%,52.8%
Birmingham,4,Grass,9,5,4,55.6%,5,2,3,40.0%,2010,2013,R16,7,1.22,8.5%,3.5%,67.0%,75.9%,45.5%,65.8%,41.6%,63.0%,40.8%
