Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2016,1,0,1,0.0%,1-2,33.3%,11-14,44.0%,0-0,-,0,,,,,,,,,,,,R32 (Prague $75K)
2015,20,15,5,75.0%,31-12,72.1%,227-161,58.5%,1-1,50.0%,0,,,,,,,,,,,,W (Plzen $25K)
2014,11,5,6,45.5%,12-13,48.0%,116-113,50.7%,1-2,33.3%,0,,,,,,,,,,,,SF (Nottingham 50K)
2013,9,4,5,44.4%,10-10,50.0%,96-84,53.3%,0-3,0.0%,0,,,,,,,,,,,,SF (Toronto 50K)
2012,7,4,3,57.1%,9-6,60.0%,78-60,56.5%,1-1,50.0%,0,,,,,,,,,,,,QF (2x)
2011,25,17,8,68.0%,38-23,62.3%,307-248,55.3%,5-3,62.5%,0,,,,,,,,,,,,W (2x)
2010,43,35,8,81.4%,69-25,73.4%,511-358,58.8%,4-2,66.7%,0,,,,,,,,,,,,W (3x)
2009,41,23,18,56.1%,48-39,55.2%,412-361,53.3%,4-3,57.1%,0,,,,,,,,,,,,W (Bad Saulgau 25K)
2008,48,28,20,58.3%,59-45,56.7%,502-448,52.8%,3-5,37.5%,0,,,,,,,,,,,,F (Sutton 25K)
2007,38,18,20,47.4%,38-44,46.3%,343-368,48.2%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2006,45,27,18,60.0%,58-42,58.0%,482-429,52.9%,10-2,83.3%,0,,,,,,,,,,,,W (Tenerife 25K)
2005,40,22,18,55.0%,49-40,55.1%,425-376,53.1%,4-2,66.7%,0,,,,,,,,,,,,F (Horb 10K)
2004,18,7,11,38.9%,16-25,39.0%,190-206,48.0%,2-3,40.0%,0,,,,,,,,,,,,QF (2x)
2003,11,7,4,63.6%,15-10,60.0%,132-112,54.1%,2-4,33.3%,0,,,,,,,,,,,,F (Plzen 10K)
2002,2,0,2,0.0%,1-4,20.0%,15-27,35.7%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,359,212,147,59.1%,454-340,57.2%,3847-3365,53.3%,39-34,53.4%,0,,,,,,,,,,,,
