Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2015 s Hertogenbosch R16,L vs Jankovic,16.0%,34.0%,48.7%,24.1%,51.7%,59.1%,64.3%,46.7%,0.0%,5.6%,11.1%,35.3%,100.0%,18.2%,-,-64
2015 Roland Garros R128,L vs Williams,25.0%,36.4%,25.8%,31.0%,41.4%,30.0%,20.0%,42.9%,0.0%,15.4%,30.8%,18.2%,25.0%,33.3%,50.0%,35
2014 Wimbledon R128,L vs Kvitova,20.4%,33.3%,39.0%,26.2%,42.9%,41.9%,22.7%,25.0%,42.9%,0.0%,0.0%,30.0%,25.0%,0.0%,0.0%,-119
2012 US Open R16,L vs Williams,25.9%,31.5%,15.4%,28.9%,34.2%,14.8%,64.7%,28.6%,25.0%,20.0%,26.7%,16.7%,75.0%,57.1%,-,-28
Career (4 matches),,21.8%,33.7%,32.7%,27.5%,42.0%,36.0%,41.2%,34.3%,27.8%,10.7%,17.9%,26.0%,65.2%,27.3%,33.3%,-11
