Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2018,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-0,-,1,63.6%,10.0%,6.8%,2.7%,68.5%,54.0%,65.2%,57.5%,38.1%,47.1%,0.90,R64 (Eastbourne)
2017,3,1,2,33.3%,2-5,28.6%,26-38,40.6%,0-0,-,3,68.8%,12.5%,1.9%,5.8%,57.5%,66.4%,52.3%,60.4%,34.6%,47.4%,0.87,R16 ('s Hertogenbosch)
2016,4,1,3,25.0%,3-6,33.3%,38-52,42.2%,1-0,100.0%,4,70.5%,13.3%,3.5%,4.3%,64.2%,65.7%,47.5%,59.2%,35.9%,47.1%,0.88,R16 (Nottingham)
2015,7,3,4,42.9%,6-9,40.0%,67-77,46.5%,2-1,66.7%,5,64.7%,23.1%,3.1%,4.3%,68.9%,62.5%,45.5%,57.2%,35.9%,46.7%,0.84,R16 (3x)
2014,14,6,8,42.9%,13-17,43.3%,131-143,47.8%,1-1,50.0%,10,-,-,5.6%,5.9%,59.7%,67.7%,45.0%,58.6%,37.8%,47.9%,0.91,SF (Pattaya)
2013,25,8,17,32.0%,23-36,39.0%,253-294,46.3%,2-3,40.0%,22,-,-,3.1%,4.8%,66.2%,57.8%,42.3%,52.5%,43.7%,48.0%,0.92,F (Bad Gastein)
2012,23,10,13,43.5%,24-28,46.2%,233-252,48.0%,3-4,42.9%,21,-,-,5.6%,5.7%,61.1%,69.4%,43.6%,59.3%,38.6%,49.2%,0.95,R16 (3x)
2011,17,6,11,35.3%,15-22,40.5%,172-187,47.9%,2-3,40.0%,14,-,-,4.2%,7.0%,60.0%,62.6%,44.6%,55.4%,42.7%,49.2%,0.96,QF (Quebec City)
2010,4,1,3,25.0%,2-6,25.0%,28-41,40.6%,0-0,-,4,-,-,4.7%,8.9%,63.1%,65.2%,40.5%,56.1%,35.2%,46.0%,0.80,R32 (2x)
2007,2,1,1,50.0%,2-3,40.0%,18-25,41.9%,0-0,-,1,-,-,1.2%,3.5%,83.5%,56.3%,50.0%,55.3%,37.7%,46.9%,0.84,R16 (Prague)
2005,1,0,1,0.0%,1-2,33.3%,14-17,45.2%,0-0,-,0,,,,,,,,,,,,R32 (Prague)
Career,101,37,64,36.6%,91-136,40.1%,988-1139,46.5%,11-12,47.8%,85,67.4%,16.5%,4.3%,5.6%,63.0%,63.7%,44.4%,56.5%,40.0%,48.3%,0.92,
