Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2026 Australian Open R128,W vs Oliynykova,0.0%,-,11.3%,62.5%,14.9%,32.0%,27.3%,16.1%,35.7%,1.6%,25.0%,60,83
2026 Adelaide R16,W vs Valentova,0.0%,-,10.9%,38.5%,27.3%,33.3%,50.0%,10.5%,20.0%,3.3%,25.0%,215,165
2025 Riyadh Finals RR,L vs Anisimova,0.0%,-,0.0%,0.0%,11.4%,40.0%,0.0%,15.4%,33.3%,0.0%,-,32,144
2025 Riyadh Finals RR,L vs Swiatek,0.0%,-,1.1%,100.0%,5.7%,18.2%,0.0%,9.7%,14.3%,1.0%,0.0%,153,152
2025 Montreal QF,L vs Tauson,0.0%,-,9.5%,50.0%,26.1%,50.0%,100.0%,10.0%,0.0%,0.0%,-,178,136
2025 Roland Garros QF,L vs Gauff,0.9%,100.0%,10.1%,75.0%,16.5%,28.6%,12.5%,4.3%,23.1%,1.5%,0.0%,102,38
2025 Roland Garros R16,W vs Baptiste,0.0%,-,11.5%,87.5%,21.9%,25.0%,0.0%,6.9%,0.0%,0.6%,0.0%,42,68
2025 Charleston R16,L vs Kalinskaya,0.0%,-,7.7%,55.6%,26.3%,45.0%,0.0%,15.4%,33.3%,0.0%,-,87,29
2025 Miami R32,L vs Eala,0.0%,-,8.6%,54.5%,21.6%,40.0%,33.3%,9.4%,0.0%,0.0%,-,131,107
2025 Indian Wells SF,L vs Sabalenka,0.0%,-,6.3%,60.0%,8.1%,0.0%,33.3%,12.5%,20.0%,0.9%,0.0%,79,51
2025 Indian Wells QF,W vs Bencic,0.0%,-,8.0%,62.5%,31.3%,66.7%,0.0%,35.5%,35.7%,0.0%,-,206,163
2025 Indian Wells R64,W vs Potapova,0.0%,-,9.2%,77.8%,36.2%,42.1%,0.0%,32.1%,44.4%,1.5%,50.0%,158,113
2025 Australian Open F,W vs Sabalenka,0.0%,-,6.0%,54.5%,23.0%,44.4%,0.0%,19.0%,33.3%,0.9%,50.0%,52,50
2025 Australian Open SF,W vs Swiatek,0.0%,-,7.1%,53.3%,20.5%,31.1%,100.0%,12.5%,23.8%,0.6%,0.0%,46,41
2025 Australian Open QF,W vs Svitolina,0.0%,-,11.7%,85.7%,29.1%,45.5%,0.0%,18.4%,40.0%,0.4%,0.0%,161,118
2025 Australian Open R16,W vs Rybakina,0.0%,-,1.1%,100.0%,18.2%,38.9%,0.0%,12.2%,27.3%,0.5%,100.0%,65,82
2025 Australian Open R32,W vs Collins,0.0%,-,5.8%,85.7%,25.0%,57.9%,100.0%,29.4%,57.1%,0.0%,-,72,126
2025 Australian Open R64,W vs Ruse,0.0%,-,7.0%,73.3%,17.7%,40.7%,0.0%,15.5%,34.5%,0.3%,0.0%,121,73
2025 Australian Open R128,W vs Li,0.0%,-,3.3%,100.0%,17.2%,29.4%,100.0%,11.1%,60.0%,0.8%,0.0%,171,152
2025 Adelaide F,W vs Pegula,0.0%,-,6.0%,70.0%,20.3%,25.9%,100.0%,14.3%,23.1%,0.5%,0.0%,147,137
Last 52 Weeks (8 matches),,0.2%,100.0%,8.0%,64.7%,18.5%,32.9%,22.2%,10.7%,24.3%,1.1%,13.3%,98,90
Career (127 matches),,0.1%,66.7%,7.2%,66.8%,18.6%,31.0%,22.9%,11.3%,25.8%,0.8%,28.9%,106,94
