Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Australian Open R128,W vs Oliynykova,19.7%,27.9%,61.0%,27.5%,40.0%,58.6%,64.7%,39.1%,0.0%,7.7%,7.7%,66.7%,0.0%,10.0%,0.0%,-64
2026 Adelaide R16,W vs Valentova,22.4%,36.8%,52.0%,30.0%,55.0%,53.6%,62.5%,41.7%,0.0%,18.5%,22.2%,50.0%,42.9%,15.4%,25.0%,41
2025 Riyadh Finals RR,L vs Anisimova,37.8%,43.2%,38.2%,45.0%,50.0%,36.4%,40.0%,6.7%,0.0%,45.5%,54.5%,41.7%,50.0%,38.9%,60.0%,220
2025 Riyadh Finals RR,L vs Swiatek,23.8%,28.6%,24.0%,32.3%,38.7%,19.0%,46.2%,50.0%,100.0%,0.0%,0.0%,50.0%,66.7%,100.0%,-,-119
2025 Montreal QF,L vs Tauson,28.3%,41.3%,48.3%,39.3%,53.6%,52.9%,73.3%,7.7%,0.0%,14.3%,28.6%,41.7%,20.0%,22.2%,0.0%,9
2025 Roland Garros QF,L vs Gauff,7.3%,18.3%,45.4%,8.2%,23.3%,50.7%,36.7%,51.2%,75.0%,6.3%,9.4%,33.3%,23.5%,60.0%,66.7%,-55
2025 Roland Garros R16,W vs Baptiste,37.3%,43.3%,52.5%,40.0%,48.9%,59.3%,42.1%,30.8%,100.0%,35.0%,35.0%,38.5%,70.0%,100.0%,100.0%,6
2025 Charleston R16,L vs Kalinskaya,20.3%,37.3%,40.4%,15.0%,30.0%,38.2%,60.0%,50.0%,0.0%,31.6%,52.6%,46.2%,14.3%,25.0%,0.0%,-104
2025 Miami R32,L vs Eala,22.7%,30.3%,27.7%,19.0%,31.0%,32.4%,65.0%,40.9%,50.0%,35.0%,35.0%,15.4%,44.4%,63.6%,75.0%,97
2025 Indian Wells SF,L vs Sabalenka,17.5%,27.5%,29.0%,20.0%,30.0%,25.0%,56.3%,64.3%,100.0%,12.5%,25.0%,42.9%,33.3%,40.0%,50.0%,-4
2025 Indian Wells QF,W vs Bencic,27.1%,45.8%,48.5%,40.0%,60.0%,55.6%,50.0%,57.1%,0.0%,6.3%,25.0%,40.0%,40.0%,54.5%,0.0%,-55
2025 Indian Wells R64,W vs Potapova,15.9%,40.9%,72.7%,22.7%,54.5%,70.6%,45.5%,54.5%,50.0%,11.1%,33.3%,75.0%,0.0%,25.0%,33.3%,-14
2025 Australian Open F,W vs Sabalenka,31.0%,43.7%,45.0%,36.2%,51.7%,51.4%,44.0%,30.3%,40.0%,20.7%,27.6%,34.8%,37.5%,53.8%,100.0%,-104
2025 Australian Open SF,W vs Swiatek,24.5%,37.7%,42.1%,28.8%,43.8%,50.0%,43.3%,41.9%,41.7%,17.2%,27.6%,25.0%,20.0%,50.0%,100.0%,42
2025 Australian Open QF,W vs Svitolina,23.0%,44.8%,60.3%,32.7%,57.7%,65.7%,66.7%,58.1%,0.0%,9.7%,29.0%,53.6%,20.0%,50.0%,-,-20
2025 Australian Open R16,W vs Rybakina,31.5%,39.3%,41.8%,32.3%,41.9%,42.9%,58.1%,35.5%,44.4%,38.1%,42.9%,38.5%,25.0%,61.5%,100.0%,164
2025 Australian Open R32,W vs Collins,41.5%,58.5%,47.1%,44.2%,65.4%,44.8%,80.8%,23.1%,0.0%,44.4%,44.4%,60.0%,33.3%,50.0%,-,235
2025 Australian Open R64,W vs Ruse,23.5%,35.7%,50.7%,26.5%,42.6%,52.0%,51.5%,40.0%,75.0%,19.2%,23.1%,47.6%,0.0%,89.5%,100.0%,57
2025 Australian Open R128,W vs Li,41.9%,53.2%,45.7%,50.0%,65.9%,45.5%,52.6%,32.0%,50.0%,23.5%,23.5%,46.2%,25.0%,77.8%,100.0%,-37
2025 Adelaide F,W vs Pegula,41.3%,50.7%,46.3%,54.9%,58.8%,39.1%,38.1%,43.3%,50.0%,14.3%,38.1%,55.6%,8.3%,88.9%,100.0%,25
Last 52 Weeks (8 matches),,23.4%,33.5%,46.3%,27.3%,40.4%,47.3%,51.0%,38.5%,42.3%,21.9%,28.5%,44.1%,36.5%,39.8%,42.1%,74
Career (127 matches),,27.8%,38.8%,46.7%,34.5%,47.3%,49.7%,54.9%,42.4%,51.4%,17.6%,26.2%,41.8%,34.8%,60.0%,67.0%,8
