Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,23,13,10,56.5%,32-24,57.1%,273-256,51.6%,6-2,75.0%,23,70.5%,32.7%,5.5%,7.2%,65.0%,66.4%,43.4%,58.4%,42.9%,50.5%,1.03
Clay,17,12,5,70.6%,27-12,69.2%,207-160,56.4%,4-1,80.0%,17,73.6%,38.3%,5.3%,2.8%,64.9%,67.5%,47.3%,60.4%,46.0%,53.1%,1.16
Grass,7,4,3,57.1%,8-8,50.0%,84-80,51.2%,0-3,0.0%,7,76.5%,27.5%,5.2%,4.5%,69.9%,70.0%,41.6%,61.4%,40.7%,51.0%,1.06
Grand Slams,13,9,4,69.2%,20-10,66.7%,167-133,55.7%,3-2,60.0%,13,72.7%,39.3%,5.0%,6.7%,64.2%,69.5%,43.5%,60.2%,46.1%,52.8%,1.16
Premiers,11,6,5,54.5%,13-12,52.0%,127-125,50.4%,3-3,50.0%,11,75.2%,24.8%,5.8%,4.2%,66.3%,67.0%,46.6%,60.1%,39.9%,50.2%,1.00
Semi-finals,2,0,2,0.0%,0-4,0.0%,14-25,35.9%,0-1,0.0%,2,63.2%,10.5%,9.6%,4.8%,68.0%,64.7%,40.0%,56.8%,30.5%,44.0%,0.71
Quarter-finals,7,2,5,28.6%,7-12,36.8%,76-94,44.7%,1-0,100.0%,7,61.9%,27.1%,5.8%,5.3%,63.7%,64.1%,39.7%,55.3%,40.6%,48.2%,0.91
vs Righties,41,24,17,58.5%,57-40,58.8%,483-435,52.6%,8-4,66.7%,41,71.4%,33.8%,5.5%,5.2%,65.5%,67.2%,44.6%,59.4%,43.6%,51.3%,1.07
vs Lefties,4,3,1,75.0%,6-4,60.0%,57-52,52.3%,2-2,50.0%,4,81.1%,23.1%,4.8%,4.3%,69.1%,68.7%,43.1%,60.8%,39.7%,50.5%,1.01
vs Top 10,7,0,7,0.0%,4-14,22.2%,63-100,38.7%,2-0,100.0%,7,50.6%,25.6%,3.7%,8.9%,62.3%,60.6%,36.9%,51.6%,38.1%,44.9%,0.79
