Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Australian Open R128,W vs Oliynykova,85.0%,61.8%,1.3%,1/0,2.56,2.6%,86.4%,58.8%,1.7%,2.41,3.7%,85.0%,70.6%,0.0%,2.91,0.0%
2026 Adelaide R16,W vs Valentova,69.8%,70.0%,14.0%,6/0,2.37,12.0%,57.7%,66.7%,7.7%,2.35,21.4%,100.0%,73.3%,26.7%,2.40,0.0%
2025 Riyadh Finals RR,L vs Anisimova,58.5%,58.3%,6.1%,5/0,2.31,2.9%,56.3%,51.9%,8.3%,2.39,4.5%,67.7%,66.7%,3.2%,2.18,0.0%
2025 Riyadh Finals RR,L vs Swiatek,55.6%,40.0%,2.2%,0/1,2.74,8.0%,50.0%,35.7%,3.6%,2.68,9.5%,78.6%,45.5%,0.0%,3.03,0.0%
2025 Montreal QF,L vs Tauson,55.9%,42.4%,6.8%,4/0,2.56,20.7%,55.0%,40.9%,2.5%,2.56,35.3%,64.7%,45.5%,17.6%,2.54,0.0%
2025 Roland Garros QF,L vs Gauff,64.4%,48.3%,3.3%,3/0,2.45,5.2%,69.2%,36.1%,1.9%,2.36,7.5%,78.6%,68.2%,7.1%,2.67,0.0%
2025 Roland Garros R16,W vs Baptiste,65.3%,63.8%,2.8%,1/1,2.59,17.5%,62.5%,64.0%,2.5%,2.58,22.2%,73.3%,63.6%,3.3%,2.61,7.7%
2025 Charleston R16,L vs Kalinskaya,62.1%,50.0%,6.9%,2/2,2.32,14.9%,61.4%,51.9%,4.5%,2.46,20.6%,69.2%,44.4%,15.4%,1.95,0.0%
2025 Miami R32,L vs Eala,72.6%,57.8%,12.9%,4/4,2.62,6.4%,73.2%,56.7%,4.9%,2.51,8.8%,75.0%,60.0%,30.0%,2.89,0.0%
2025 Indian Wells SF,L vs Sabalenka,72.5%,34.5%,10.0%,3/1,2.63,6.5%,71.4%,40.0%,7.1%,2.64,8.3%,81.8%,22.2%,18.2%,2.59,0.0%
2025 Indian Wells QF,W vs Bencic,73.1%,73.7%,7.7%,2/2,2.21,9.1%,67.7%,81.0%,3.2%,2.17,16.7%,100.0%,64.7%,17.6%,2.25,0.0%
2025 Indian Wells R64,W vs Potapova,77.8%,73.8%,5.6%,1/2,2.44,9.1%,81.5%,77.3%,7.4%,2.32,17.6%,76.9%,70.0%,3.8%,2.56,0.0%
2025 Australian Open F,W vs Sabalenka,69.8%,49.3%,9.4%,5/4,2.48,16.7%,74.6%,54.0%,6.0%,2.35,21.6%,70.8%,35.3%,20.8%,2.67,8.7%
2025 Australian Open SF,W vs Swiatek,72.4%,60.5%,5.7%,2/4,2.39,1.4%,75.3%,61.8%,2.7%,2.49,2.0%,84.0%,57.1%,16.0%,2.18,0.0%
2025 Australian Open QF,W vs Svitolina,60.9%,55.4%,3.3%,2/1,2.16,7.9%,59.3%,46.9%,0.0%,2.03,14.3%,64.9%,66.7%,8.1%,2.32,0.0%
2025 Australian Open R16,W vs Rybakina,58.8%,62.0%,3.5%,3/0,3.00,3.7%,46.8%,54.5%,6.4%,2.94,4.9%,87.5%,67.9%,0.0%,3.18,0.0%
2025 Australian Open R32,W vs Collins,60.0%,54.5%,10.9%,5/1,2.56,26.5%,60.7%,52.9%,17.9%,2.56,31.0%,66.7%,56.3%,4.2%,2.62,0.0%
2025 Australian Open R64,W vs Ruse,68.1%,60.8%,1.7%,1/1,2.67,12.7%,65.2%,58.1%,3.0%,2.70,18.0%,78.3%,63.9%,0.0%,2.59,0.0%
2025 Australian Open R128,W vs Li,55.7%,61.8%,3.3%,2/0,2.65,11.4%,51.1%,52.2%,2.2%,2.41,18.2%,78.6%,81.8%,7.1%,3.05,0.0%
2025 Adelaide F,W vs Pegula,64.8%,66.1%,6.6%,3/3,2.58,17.1%,61.0%,63.9%,3.4%,2.55,26.1%,82.1%,69.6%,14.3%,2.61,5.6%
Last 52 Weeks (8 matches),,65.2%,55.4%,4.9%,84.6%,2.47,9.7%,64.4%,51.2%,3.9%,2.45,14.0%,76.2%,62.5%,7.7%,2.51,0.8%
Career (127 matches),,68.2%,54.9%,4.4%,62.1%,2.42,10.6%,69.2%,51.0%,2.9%,2.38,16.6%,75.9%,62.1%,8.3%,2.48,1.3%
