Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,17,11,6,64.7%,25-14,64.1%,200-165,54.8%,3-1,75.0%,17,72.9%,37.2%,5.9%,5.6%,64.5%,67.5%,43.5%,59.0%,45.1%,52.0%,1.10,SF (WTA Charleston)
2025,52,37,15,71.2%,79-46,63.2%,645-547,54.1%,10-7,58.8%,52,73.6%,35.1%,5.9%,4.7%,66.2%,67.4%,46.6%,60.4%,44.0%,52.0%,1.11,W (2x)
2024,36,24,12,66.7%,53-27,66.3%,423-334,55.9%,10-3,76.9%,36,73.3%,37.4%,5.4%,3.9%,69.0%,65.8%,46.1%,59.6%,44.3%,51.9%,1.10,W (Strasbourg)
2023,49,33,16,67.3%,72-35,67.3%,560-417,57.3%,5-5,50.0%,48,76.0%,38.2%,5.7%,2.8%,67.1%,67.9%,47.7%,61.3%,44.7%,52.9%,1.15,W (2x)
2022,50,30,20,60.0%,70-47,59.8%,589-530,52.6%,11-3,78.6%,48,72.2%,32.8%,5.9%,4.2%,63.6%,68.3%,48.1%,61.0%,43.4%,52.0%,1.11,W (Adelaide 2)
2021,26,11,15,42.3%,24-32,42.9%,263-269,49.4%,0-5,0.0%,26,68.8%,30.1%,6.9%,3.6%,63.8%,66.8%,43.8%,58.5%,41.6%,49.9%,1.00,QF (Berlin)
2020,13,8,5,61.5%,17-10,63.0%,144-107,57.4%,1-2,33.3%,13,79.4%,35.2%,8.0%,1.5%,67.1%,70.2%,50.8%,63.8%,43.4%,53.3%,1.20,F (Brisbane)
2019,43,28,15,65.1%,64-36,64.0%,532-441,54.7%,8-5,61.5%,43,74.7%,33.6%,8.7%,3.3%,62.3%,69.9%,46.0%,60.9%,43.6%,52.2%,1.11,W (2x)
2018,45,29,16,64.4%,64-31,67.4%,503-401,55.6%,8-5,61.5%,43,75.8%,34.1%,7.9%,2.4%,64.8%,69.8%,47.7%,62.0%,43.8%,52.7%,1.15,SF (3x)
2017,27,17,10,63.0%,40-24,62.5%,322-274,54.0%,4-2,66.7%,27,73.8%,34.1%,6.4%,4.2%,62.8%,68.5%,48.0%,60.9%,43.4%,52.0%,1.11,W (Stanford)
2016,65,47,18,72.3%,99-50,66.4%,800-629,56.0%,14-10,58.3%,64,77.9%,33.7%,7.1%,3.2%,63.1%,69.4%,50.8%,62.5%,43.4%,52.8%,1.16,W (Birmingham)
2015,50,31,19,62.0%,70-40,63.6%,567-457,55.4%,6-5,54.5%,38,73.2%,33.3%,10.9%,3.2%,62.3%,70.2%,51.3%,63.1%,41.2%,52.2%,1.12,F (Charleston)
2014,51,28,23,54.9%,62-52,54.4%,561-525,51.7%,8-10,44.4%,45,-,-,7.1%,2.8%,60.0%,68.2%,49.7%,60.8%,42.8%,51.5%,1.09,W (Eastbourne)
2013,41,24,17,58.5%,53-38,58.2%,457-401,53.3%,5-6,45.5%,39,-,-,8.1%,3.2%,59.4%,69.6%,47.5%,60.6%,42.3%,51.4%,1.07,SF (Osaka)
2012,5,1,4,20.0%,2-9,18.2%,36-59,37.9%,0-1,0.0%,5,-,-,3.4%,5.8%,56.8%,56.6%,46.8%,52.4%,38.8%,45.4%,0.82,R32 (Memphis)
2011,3,1,2,33.3%,4-4,50.0%,40-38,51.3%,0-1,0.0%,3,-,-,5.7%,7.3%,55.0%,66.7%,46.6%,57.6%,44.4%,51.2%,1.05,R64 (US Open)
2009,2,1,1,50.0%,2-2,50.0%,18-21,46.2%,0-0,-,2,-,-,5.0%,3.4%,47.9%,66.7%,54.8%,60.5%,39.7%,49.4%,1.01,R16 (Ponte Vedra Beach)
Career,575,361,214,62.8%,800-497,61.7%,6660-5615,54.3%,93-71,56.7%,549,74.5%,34.5%,7.1%,3.5%,63.7%,68.4%,48.0%,61.0%,43.3%,52.0%,1.11,
