Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,362,219,143,60.5%,484-326,59.8%,4093-3490,54.0%,42-46,47.7%,341,74.7%,33.9%,7.2%,4.0%,62.8%,68.5%,47.9%,60.8%,43.2%,51.9%,1.10
Clay,142,90,52,63.4%,204-122,62.6%,1692-1426,54.3%,36-14,72.0%,138,72.4%,36.7%,6.0%,2.7%,64.6%,66.3%,48.3%,59.9%,44.3%,52.0%,1.11
Grass,71,52,19,73.2%,112-49,69.6%,875-699,55.6%,15-11,57.7%,70,78.5%,32.5%,8.4%,3.1%,66.2%,72.1%,47.6%,63.8%,41.9%,52.7%,1.16
Grand Slams,174,125,49,71.8%,270-127,68.0%,2134-1639,56.6%,30-22,57.7%,169,77.5%,36.0%,7.3%,3.3%,64.9%,69.9%,48.6%,62.4%,43.8%,53.0%,1.17
Premiers,215,132,83,61.4%,297-188,61.2%,2492-2138,53.8%,41-27,60.3%,207,75.1%,32.7%,7.5%,3.4%,62.8%,68.6%,48.6%,61.2%,42.8%,51.9%,1.10
Internationals,59,39,20,66.1%,84-43,66.1%,655-518,55.8%,6-5,54.5%,56,75.4%,42.8%,6.3%,3.7%,62.6%,68.7%,48.6%,61.2%,44.6%,52.8%,1.15
Finals,16,11,5,68.8%,24-13,64.9%,197-166,54.3%,4-2,66.7%,16,78.5%,32.9%,8.1%,2.8%,65.7%,68.2%,49.5%,61.8%,42.1%,52.0%,1.10
Semi-finals,34,16,18,47.1%,36-39,48.0%,358-355,50.2%,5-6,45.5%,33,71.5%,30.3%,7.7%,3.4%,65.4%,66.2%,47.7%,59.8%,41.1%,50.3%,1.02
Quarter-finals,58,32,26,55.2%,70-61,53.4%,624-583,51.7%,6-8,42.9%,57,73.2%,30.4%,6.4%,3.3%,64.2%,67.7%,46.1%,59.9%,41.7%,50.9%,1.04
vs Righties,510,322,188,63.1%,711-436,62.0%,5902-4951,54.4%,81-64,55.9%,484,74.5%,34.8%,7.1%,3.5%,63.8%,68.4%,48.2%,61.1%,43.4%,52.1%,1.12
vs Lefties,61,35,26,57.4%,81-60,57.4%,706-639,52.5%,11-7,61.1%,61,74.3%,31.0%,6.9%,3.4%,62.6%,68.3%,46.2%,60.1%,42.3%,51.1%,1.06
vs Top 10,88,33,55,37.5%,84-119,41.4%,884-1025,46.3%,13-9,59.1%,84,66.5%,27.6%,6.7%,3.6%,63.3%,64.4%,44.8%,57.2%,39.9%,48.5%,0.93
