Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,10,Hard,21,11,10,52.4%,4,1,3,25.0%,2017,2026,R32,18,0.92,2.9%,5.6%,60.7%,63.8%,40.2%,54.6%,41.8%,59.1%,49.0%
Roland Garros,9,Clay,20,11,9,55.0%,5,5,0,100.0%,2017,2025,R32,15,0.96,2.5%,5.5%,64.4%,59.7%,41.1%,53.1%,45.0%,54.3%,47.5%
Wimbledon,7,Grass,16,9,7,56.3%,1,0,1,0.0%,2017,2025,R32,13,1.00,4.0%,6.7%,61.3%,60.2%,45.1%,54.4%,45.5%,57.5%,48.3%
US Open,9,Hard,14,5,9,35.7%,5,5,0,100.0%,2017,2025,R64,11,0.83,2.8%,7.2%,59.3%,58.1%,41.9%,51.5%,40.1%,49.5%,37.7%
Fed Cup,1,,1,0,1,0.0%,0,0,0,-,2017,2017,,1,0.78,0.0%,9.4%,67.2%,37.2%,28.6%,34.4%,51.5%,50.0%,60.0%
Miami,6,Hard,10,4,6,40.0%,1,1,0,100.0%,2019,2026,R32,10,0.95,4.5%,5.9%,58.5%,62.9%,44.9%,55.4%,42.4%,54.4%,42.5%
Indian Wells,5,Hard,10,5,5,50.0%,0,0,0,-,2019,2026,R32,10,0.96,2.2%,7.1%,58.2%,61.6%,44.6%,54.5%,43.5%,58.2%,44.8%
Austin,3,Hard,6,3,3,50.0%,1,1,0,100.0%,2023,2026,QF,6,0.95,2.4%,7.1%,60.8%,63.2%,45.0%,56.1%,41.9%,40.0%,43.8%
Ostrava,4,Hard,9,4,5,44.4%,1,1,0,100.0%,2020,2026,R32,9,0.96,4.2%,5.3%,63.0%,62.6%,43.3%,55.4%,42.8%,50.8%,51.0%
Adelaide,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2021,2026,R32,2,0.87,4.9%,6.7%,58.3%,61.1%,42.6%,53.4%,40.5%,44.4%,28.6%
Brisbane,2,Hard,3,1,2,33.3%,1,1,0,100.0%,2024,2026,R32,3,0.92,2.2%,4.9%,62.6%,50.0%,54.4%,51.6%,44.3%,44.0%,50.0%
