Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R128,L vs Navarro,89.1,92.0,12.0,104.3,82.2,112,73,78.7,5.5,82.0,77.5,90,70
2023 US Open R128,L vs Burrage,89.3,100.3,11.0,103.6,99.2,115,72,79.0,8.2,81.3,88.0,92,64
2023 Wimbledon R32,L vs Sabalenka,94.7,100.9,10.0,102.5,105.6,113,81,86.6,5.5,,88.3,96,79
2021 US Open R128,L vs Grammatikopoulou,91.7,94.7,8.5,99.7,89.8,113,77,82.8,7.8,,79.5,94,65
2021 Wimbledon R64,L vs Barty,92.1,100.3,6.1,104.0,92.3,108,91,82.1,2.8,83.5,86.0,86,77
2020 US Open R128,L vs Brady,88.1,94.5,12.2,97.5,97.4,113,71,80.4,8.0,81.5,76.0,93,67
2019 US Open R128,L vs Osaka,91.1,96.9,8.1,102.5,91.2,111,79,79.0,6.2,,82.3,93,68
2019 Roland Garros R32,L vs Keys,88.9,92.0,8.3,,,111,76,78.7,8.4,,,93,65
2019 Roland Garros R64,W vs Garcia,91.3,94.3,6.6,,,107,80,79.3,5.5,,,90,68
2018 Wimbledon R64,L vs Bertens,93.2,98.0,7.8,104.0,91.4,111,81,84.3,8.0,100.0,93.5,100,67
2017 Australian Open R64,L vs Pliskova,88.1,100.4,8.0,106.3,,109,84,80.8,7.1,98.0,78.0,99,68
Career (11 matches),,90.6,95.7,8.8,102.8,93.7,115,71,80.9,6.9,85.4,82.9,100,64
