Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Austin R32,L vs Jovic,60.7%,40.5%,0.0%,0/0,2.48,2.5%,47.1%,25.0%,0.0%,2.36,3.6%,80.8%,52.4%,0.0%,2.77,0.0%
2026 Australian Open R128,L vs Gibson,72.5%,35.1%,17.6%,6/3,2.74,0.0%,72.4%,38.1%,17.2%,2.79,0.0%,88.9%,31.3%,22.2%,2.64,0.0%
2025 Jiangxi F,W vs Tagger,78.2%,60.7%,2.6%,1/1,2.75,4.3%,76.6%,58.3%,4.3%,2.90,6.5%,89.3%,64.0%,0.0%,2.47,0.0%
2025 Jiangxi R32,W vs Paquet,60.6%,57.5%,1.5%,1/0,2.46,4.4%,63.2%,54.2%,0.0%,2.38,7.4%,66.7%,62.5%,4.2%,2.59,0.0%
2025 s Hertogenbosch R32,W vs Siniakova,74.1%,65.0%,5.6%,1/2,2.59,8.3%,78.8%,57.7%,0.0%,2.73,13.6%,100.0%,78.6%,21.4%,2.36,0.0%
2025 Madrid R64,L vs Sabalenka,69.4%,44.0%,18.1%,8/5,2.36,9.3%,72.2%,34.6%,8.3%,2.36,14.7%,77.4%,54.2%,32.3%,2.36,0.0%
2025 Indian Wells R128,L vs Kessler,81.8%,38.9%,6.8%,2/1,2.51,8.3%,79.2%,31.6%,4.2%,2.64,13.6%,89.5%,47.1%,10.5%,2.32,0.0%
2025 Linz QF,L vs Tauson,74.6%,40.4%,4.8%,2/1,2.52,11.1%,59.4%,42.1%,0.0%,2.48,16.2%,100.0%,39.3%,10.7%,2.62,0.0%
2024 Bad Homburg R32,W vs Andreescu,69.6%,69.2%,16.1%,8/1,2.51,12.1%,67.6%,64.0%,10.8%,2.67,18.2%,87.5%,78.6%,31.3%,2.19,0.0%
2024 Rome R64,L vs Collins,67.6%,56.0%,18.9%,5/2,2.66,0.0%,68.4%,30.8%,10.5%,2.17,0.0%,75.0%,83.3%,31.3%,3.28,0.0%
2024 San Diego R16,W vs Yastremska,58.3%,74.3%,15.0%,8/1,2.35,0.0%,54.3%,68.4%,8.6%,2.49,0.0%,72.7%,81.3%,27.3%,2.03,0.0%
2024 Australian Open R32,L vs Paolini,75.4%,45.7%,6.6%,1/3,2.30,3.8%,74.0%,43.2%,2.0%,2.28,6.3%,90.0%,55.6%,30.0%,2.33,0.0%
2024 Australian Open R64,W vs Rybakina,69.6%,53.8%,7.1%,6/2,2.84,1.2%,64.7%,47.7%,2.9%,2.75,2.3%,81.0%,61.8%,14.3%,2.95,0.0%
2023 Wimbledon R32,L vs Sabalenka,61.6%,51.1%,4.1%,3/0,2.57,6.1%,65.2%,53.3%,2.2%,2.84,13.3%,78.9%,46.7%,10.5%,2.34,0.0%
2023 Bad Homburg QF,L vs Swiatek,77.4%,34.1%,9.4%,3/2,2.76,14.8%,75.0%,33.3%,7.5%,2.88,25.0%,84.6%,36.4%,15.4%,2.66,6.7%
2023 Roland Garros R32,L vs Svitolina,77.4%,50.0%,6.5%,6/0,2.68,8.1%,80.0%,50.0%,0.0%,2.81,13.3%,93.3%,50.0%,20.0%,2.47,0.0%
2023 Roland Garros R64,W vs Garcia,70.1%,50.0%,15.5%,8/7,2.81,1.1%,69.4%,47.1%,20.4%,2.92,0.0%,82.9%,52.9%,12.2%,2.55,3.6%
2023 Roland Garros R128,W vs Bonaventure,80.4%,58.5%,2.0%,0/1,2.54,0.0%,90.6%,51.7%,0.0%,2.82,0.0%,85.7%,75.0%,7.1%,2.34,0.0%
2023 Strasbourg F,L vs Svitolina,84.0%,52.4%,9.3%,4/3,2.41,2.0%,87.0%,47.5%,4.3%,2.27,3.7%,88.5%,60.9%,19.2%,2.58,0.0%
2023 Hobart SF,L vs Davis,66.0%,33.3%,16.0%,4/4,2.69,14.3%,62.5%,26.7%,20.8%,2.70,21.9%,75.0%,38.9%,12.5%,2.68,4.2%
Last 52 Weeks (6 matches),,69.4%,51.3%,7.3%,60.7%,2.56,4.9%,68.7%,47.0%,4.6%,2.58,7.6%,82.3%,56.9%,12.8%,2.52,0.0%
Career (37 matches),,72.7%,52.3%,8.0%,59.7%,2.53,5.1%,72.9%,49.5%,5.2%,2.55,7.7%,82.5%,56.6%,13.9%,2.50,0.9%
