Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Austin R32,L vs Jovic,7,17,0.4,6.0%,14.7%,6,14,0.4,5.7%,13.3%,3.8%,1.9%,1.1,23.3%,21.6%
2026 Australian Open R128,L vs Gibson,4,9,0.4,3.6%,8.0%,3,8,0.4,3.0%,7.9%,0.0%,3.0%,1.7,38.4%,23.2%
2025 Jiujiang F,W vs Tagger,18,20,0.9,12.9%,14.4%,18,17,1.1,14.2%,13.4%,5.5%,8.7%,0.6,15.1%,25.9%
2025 Jiujiang R32,W vs Paquet,27,25,1.1,22.3%,20.7%,26,22,1.2,24.1%,20.4%,15.7%,8.3%,0.5,9.9%,19.8%
2025 s Hertogenbosch R32,W vs Siniakova,12,7,1.7,11.9%,6.9%,11,6,1.8,12.1%,6.6%,5.5%,6.6%,1.0,20.8%,20.8%
2025 Madrid R64,L vs Sabalenka,16,12,1.3,10.9%,8.2%,16,11,1.5,11.4%,7.9%,5.0%,6.4%,1.8,23.8%,13.6%
2025 Indian Wells R128,L vs Kessler,2,14,0.1,2.3%,15.9%,2,12,0.2,2.4%,14.1%,0.0%,2.4%,1.1,20.5%,19.3%
2025 Linz QF,L vs Tauson,18,22,0.8,12.5%,15.3%,17,16,1.1,13.6%,12.8%,4.0%,8.8%,1.8,29.2%,16.7%
2024 US Open R128,L vs Navarro,10,22,0.5,10.5%,23.2%,10,16,0.6,11.6%,18.6%,5.8%,5.8%,1.8,16.8%,9.5%
2024 Wimbledon R128,L vs Garcia,14,14,1.0,9.9%,9.9%,10,13,0.8,8.0%,10.4%,3.2%,4.0%,0.9,24.6%,27.5%
2024 Bad Homburg R32,W vs Andreescu,17,18,0.9,14.4%,15.3%,17,11,1.5,16.3%,10.6%,9.6%,6.7%,0.9,11.9%,13.6%
2024 Rome R64,L vs Collins,10,7,1.4,14.9%,10.4%,8,4,2.0,13.6%,6.8%,8.5%,5.1%,1.4,19.4%,13.4%
2024 San Diego R16,W vs Yastremska,8,15,0.5,6.1%,11.4%,8,10,0.8,6.8%,8.5%,3.4%,3.4%,0.8,17.4%,22.7%
2024 Australian Open R32,L vs Paolini,18,19,0.9,14.4%,15.2%,17,18,0.9,14.3%,15.1%,5.9%,8.4%,1.8,18.4%,10.4%
2024 Australian Open R64,W vs Rybakina,27,47,0.6,11.4%,19.9%,23,41,0.6,10.7%,19.1%,7.4%,2.8%,0.9,16.1%,17.8%
2023 US Open R128,L vs Burrage,21,22,1.0,19.1%,20.0%,14,18,0.8,15.9%,20.5%,6.8%,6.8%,1.2,23.6%,19.1%
2023 Wimbledon R32,L vs Sabalenka,20,22,0.9,16.4%,18.0%,16,16,1.0,16.8%,16.8%,9.5%,5.3%,1.2,24.6%,21.3%
2023 Wimbledon R64,W vs Begu,29,35,0.8,17.1%,20.6%,25,31,0.8,16.3%,20.3%,10.5%,5.9%,0.6,12.4%,20.0%
2023 Wimbledon R128,W vs Wickmayer,33,21,1.6,19.2%,12.2%,29,19,1.5,18.2%,11.9%,5.0%,11.9%,0.9,16.9%,18.6%
2023 Bad Homburg QF,L vs Swiatek,10,16,0.6,10.3%,16.5%,6,11,0.5,7.0%,12.8%,2.3%,1.2%,2.2,24.7%,11.3%
Career (54 matches),,1057,1369,0.8,13.5%,17.5%,963,1159,0.8,13.6%,16.4%,5.9%,4.7%,1.0,17.3%,17.8%
