Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Austin R32,L vs Jovic,21.8%,29.1%,55.0%,17.6%,26.5%,46.4%,52.6%,26.7%,0.0%,33.3%,38.9%,75.0%,25.0%,0.0%,-,68
2026 Australian Open R128,L vs Gibson,27.9%,27.9%,27.9%,31.7%,31.7%,32.1%,36.8%,31.8%,44.4%,21.1%,21.1%,20.0%,0.0%,40.0%,-,-43
2025 Jiangxi F,W vs Tagger,18.0%,24.6%,59.6%,22.5%,30.0%,61.3%,35.0%,35.0%,33.3%,11.1%,16.7%,56.3%,12.5%,40.0%,0.0%,-9
2025 Jiangxi R32,W vs Paquet,12.7%,34.5%,71.1%,18.2%,45.5%,74.1%,46.2%,25.0%,0.0%,5.3%,21.1%,66.7%,16.7%,0.0%,0.0%,-66
2025 s Hertogenbosch R32,W vs Siniakova,21.3%,29.8%,50.0%,26.7%,36.7%,45.5%,60.0%,26.7%,0.0%,12.5%,18.8%,57.1%,42.9%,22.2%,-,-33
2025 Madrid R64,L vs Sabalenka,26.7%,37.3%,40.7%,29.2%,41.7%,50.0%,40.9%,42.3%,42.9%,23.1%,30.8%,25.0%,25.0%,28.6%,-,-59
2025 Indian Wells R128,L vs Kessler,13.6%,13.6%,27.8%,8.3%,8.3%,27.3%,33.3%,25.0%,0.0%,22.2%,22.2%,28.6%,10.0%,37.5%,0.0%,17
2025 Linz QF,L vs Tauson,24.7%,34.6%,43.6%,25.5%,41.2%,50.0%,52.0%,38.5%,50.0%,29.2%,29.2%,29.4%,44.4%,26.7%,40.0%,137
2024 Bad Homburg R32,W vs Andreescu,35.5%,43.5%,42.4%,45.0%,55.0%,45.5%,14.3%,42.1%,66.7%,26.7%,33.3%,36.4%,16.7%,44.4%,66.7%,90
2024 Rome R64,L vs Collins,30.0%,40.0%,33.3%,37.5%,43.8%,40.0%,55.6%,57.1%,0.0%,27.3%,45.5%,25.0%,60.0%,83.3%,100.0%,128
2024 San Diego R16,W vs Yastremska,33.3%,41.7%,41.9%,33.3%,42.2%,43.3%,23.8%,29.2%,50.0%,40.9%,50.0%,38.5%,0.0%,23.1%,0.0%,119
2024 Australian Open R32,L vs Paolini,17.2%,28.1%,40.4%,15.8%,31.6%,43.8%,50.0%,60.0%,33.3%,20.0%,24.0%,35.0%,54.5%,35.7%,0.0%,-57
2024 Australian Open R64,W vs Rybakina,29.0%,33.9%,42.7%,42.9%,50.6%,54.5%,42.4%,22.7%,0.0%,7.3%,7.3%,28.9%,23.1%,7.1%,0.0%,-45
2023 Wimbledon R32,L vs Sabalenka,20.4%,26.5%,33.3%,40.0%,48.0%,20.0%,33.3%,46.2%,50.0%,0.0%,5.6%,44.4%,40.0%,25.0%,0.0%,-119
2023 Bad Homburg QF,L vs Swiatek,27.3%,40.9%,37.0%,42.9%,52.4%,33.3%,27.3%,50.0%,100.0%,16.7%,38.9%,40.0%,11.1%,44.4%,0.0%,31
2023 Roland Garros R32,L vs Svitolina,15.1%,30.1%,41.9%,18.2%,43.6%,48.9%,42.9%,48.1%,75.0%,12.1%,12.1%,31.0%,46.7%,50.0%,40.0%,2
2023 Roland Garros R64,W vs Garcia,29.4%,39.2%,43.0%,31.6%,44.2%,47.7%,42.2%,42.0%,41.7%,30.0%,35.0%,32.1%,55.6%,36.4%,66.7%,97
2023 Roland Garros R128,W vs Bonaventure,40.5%,54.8%,58.3%,54.5%,72.7%,70.0%,70.0%,50.0%,-,26.3%,36.8%,50.0%,85.7%,0.0%,-,-43
2023 Strasbourg F,L vs Svitolina,10.3%,24.1%,32.0%,12.9%,29.0%,33.3%,33.3%,18.8%,16.7%,8.0%,20.0%,30.4%,18.2%,21.4%,0.0%,-33
2023 Hobart SF,L vs Davis,17.9%,30.8%,44.6%,23.8%,35.7%,43.8%,60.9%,31.6%,57.1%,14.3%,32.1%,45.8%,100.0%,0.0%,0.0%,9
Last 52 Weeks (6 matches),,21.8%,30.8%,50.6%,24.8%,35.4%,51.8%,44.4%,32.2%,32.1%,18.1%,25.0%,48.4%,19.6%,23.3%,0.0%,9
Career (37 matches),,22.4%,31.6%,45.4%,26.8%,38.1%,48.6%,39.9%,37.4%,39.6%,18.3%,25.7%,40.1%,30.2%,29.2%,30.4%,59
