Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,168,69,99,41.1%,166-220,43.0%,1639-1911,46.2%,20-13,60.6%,166,59.0%,33.8%,3.4%,6.9%,59.8%,61.1%,42.4%,53.6%,42.8%,48.2%,0.92
Clay,52,20,32,38.5%,51-71,41.8%,526-599,46.8%,7-5,58.3%,52,56.1%,37.3%,2.3%,6.4%,61.4%,59.2%,41.5%,52.3%,44.4%,48.4%,0.93
Grass,32,15,17,46.9%,34-39,46.6%,329-345,48.8%,1-3,25.0%,32,60.7%,37.5%,3.8%,6.8%,60.8%,60.9%,45.5%,54.9%,44.7%,49.6%,0.99
Grand Slams,44,15,29,34.1%,42-67,38.5%,461-561,45.1%,6-4,60.0%,44,56.8%,34.0%,3.0%,6.1%,61.1%,59.8%,42.3%,53.0%,42.6%,47.8%,0.91
Premiers,39,16,23,41.0%,38-49,43.7%,372-427,46.6%,7-5,58.3%,38,58.3%,34.5%,3.2%,7.3%,59.2%,61.1%,42.2%,53.4%,43.3%,48.4%,0.93
Internationals,128,58,70,45.3%,137-159,46.3%,1321-1435,47.9%,12-11,52.2%,128,59.8%,36.5%,3.3%,7.0%,60.8%,61.1%,42.7%,53.9%,44.0%,48.9%,0.95
Finals,3,2,1,66.7%,4-3,57.1%,32-28,53.3%,0-0,-,3,60.0%,46.7%,2.7%,6.4%,56.4%,65.1%,42.7%,55.3%,49.6%,52.2%,1.11
Semi-finals,7,3,4,42.9%,8-9,47.1%,78-84,48.1%,0-1,0.0%,7,65.0%,32.1%,4.9%,7.0%,61.8%,65.6%,37.2%,54.8%,40.4%,47.5%,0.89
Quarter-finals,14,7,7,50.0%,16-15,51.6%,145-142,50.5%,1-2,33.3%,14,65.5%,36.4%,3.5%,5.8%,61.3%,62.5%,43.8%,55.3%,44.1%,49.7%,0.99
vs Righties,226,92,134,40.7%,222-301,42.4%,2230-2578,46.4%,25-16,61.0%,224,58.6%,34.5%,3.2%,6.9%,60.4%,60.6%,42.6%,53.5%,43.1%,48.3%,0.93
vs Lefties,20,10,10,50.0%,25-21,54.3%,215-214,50.1%,2-4,33.3%,20,61.3%,39.3%,3.5%,6.1%,59.2%,62.2%,43.4%,54.5%,45.4%,49.9%,1.00
vs Top 10,22,4,18,18.2%,12-40,23.1%,176-291,37.7%,3-2,60.0%,22,51.7%,23.6%,3.2%,6.6%,59.0%,59.1%,38.0%,50.5%,38.9%,44.8%,0.79
