Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,83,30,53,36.1%,74-129,36.5%,874-1055,45.3%,12-17,41.4%,82,71.4%,19.5%,3.3%,4.6%,65.0%,64.8%,48.1%,59.0%,35.6%,47.6%,0.87
Clay,112,52,60,46.4%,130-146,47.1%,1317-1352,49.3%,18-21,46.2%,109,71.8%,26.7%,1.8%,4.4%,68.0%,64.8%,47.5%,59.2%,39.8%,49.7%,0.98
Grass,15,5,10,33.3%,18-28,39.1%,191-244,43.9%,3-1,75.0%,15,68.5%,19.2%,2.2%,5.6%,65.4%,63.4%,48.4%,58.2%,36.7%,47.5%,0.88
Grand Slams,37,15,22,40.5%,53-78,40.5%,569-658,46.4%,9-8,52.9%,37,70.2%,22.5%,2.8%,5.0%,66.0%,64.7%,47.1%,58.7%,37.4%,48.3%,0.91
Masters,36,10,26,27.8%,26-52,33.3%,351-423,45.3%,6-6,50.0%,36,72.8%,18.0%,2.2%,4.5%,66.3%,63.3%,50.5%,59.0%,35.2%,47.6%,0.86
Other Tours,134,60,74,44.8%,139-170,45.0%,1424-1535,48.1%,16-25,39.0%,132,71.4%,25.1%,2.3%,4.5%,67.0%,65.0%,47.3%,59.2%,39.0%,49.2%,0.95
Best of 5,37,15,22,40.5%,53-78,40.5%,569-658,46.4%,9-8,52.9%,37,70.2%,22.5%,2.8%,5.0%,66.0%,64.7%,47.1%,58.7%,37.4%,48.3%,0.91
Best of 3,173,72,101,41.6%,169-225,42.9%,1813-1993,47.6%,24-31,43.6%,169,71.8%,23.5%,2.3%,4.5%,66.8%,64.7%,48.1%,59.2%,38.2%,48.8%,0.93
Finals,3,1,2,33.3%,3-5,37.5%,33-42,44.0%,0-0,-,3,70.3%,18.4%,0.8%,5.0%,67.4%,65.9%,36.5%,56.3%,35.3%,46.5%,0.81
Semi-finals,6,3,3,50.0%,6-9,40.0%,67-77,46.5%,0-0,-,6,73.6%,19.4%,1.6%,4.3%,68.7%,62.2%,54.6%,59.8%,37.1%,48.6%,0.92
Quarter-finals,18,6,12,33.3%,14-25,35.9%,153-197,43.7%,2-3,40.0%,17,66.9%,19.8%,1.7%,3.8%,68.5%,61.6%,48.3%,57.4%,37.5%,47.8%,0.88
vs Righties,184,72,112,39.1%,185-273,40.4%,2049-2325,46.8%,25-34,42.4%,181,70.9%,22.9%,2.4%,4.6%,66.8%,64.5%,47.5%,58.9%,37.6%,48.5%,0.91
vs Lefties,24,14,10,58.3%,34-28,54.8%,306-305,50.1%,8-4,66.7%,23,73.8%,25.4%,2.6%,4.7%,65.0%,65.6%,50.8%,60.4%,39.7%,50.1%,1.00
vs Top 10,14,1,13,7.1%,3-34,8.1%,117-221,34.6%,1-2,33.3%,14,61.7%,8.2%,1.5%,4.2%,66.1%,58.9%,43.4%,53.7%,28.4%,42.2%,0.61
