Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2026 Montpellier R32,L vs Mannarino,29.1%,34.5%,50.0%,32.9%,28.1%,37.5%,60.9%,34.7%,33.3%,52.9%,100.0%,31.8%,31.8%,33.3%,-13
2025 Wimbledon R32,L vs Sinner,12.7%,13.9%,42.6%,17.8%,15.3%,16.9%,46.0%,22.2%,17.2%,50.0%,42.9%,5.3%,5.3%,33.3%,-79
2025 Wimbledon R128,W vs Loffhagen,15.2%,22.2%,53.8%,23.5%,11.4%,21.4%,53.2%,23.3%,48.4%,61.5%,85.7%,28.0%,28.0%,55.6%,130
2025 Rome R64,L vs Hurkacz,15.0%,20.0%,51.1%,22.7%,15.9%,20.5%,54.1%,26.4%,50.0%,62.5%,50.0%,16.7%,25.0%,40.0%,19
2025 Barcelona R16,L vs Fils,25.0%,29.2%,48.5%,30.8%,22.2%,27.8%,46.4%,30.0%,43.8%,70.0%,50.0%,44.4%,44.4%,60.0%,248
2025 Buenos Aires R16,W vs Schwartzman,12.2%,26.5%,63.4%,17.6%,15.8%,26.3%,65.6%,22.6%,26.3%,42.1%,0.0%,0.0%,33.3%,55.6%,-118
2025 Rotterdam QF,L vs Alcaraz,8.8%,12.3%,43.8%,13.7%,7.7%,12.8%,47.2%,14.9%,27.8%,61.9%,60.0%,14.3%,14.3%,33.3%,4
2025 Australian Open R64,L vs Zverev,13.9%,16.7%,41.4%,16.9%,18.0%,22.0%,43.9%,22.4%,40.7%,52.2%,60.0%,5.6%,5.6%,35.3%,-68
2024 US Open R128,W vs Kasnikowski,24.8%,36.6%,58.3%,33.2%,28.3%,39.1%,56.1%,42.2%,43.9%,27.5%,0.0%,24.5%,40.8%,62.2%,98
2024 Hamburg SF,L vs Zverev,13.8%,21.5%,50.0%,20.8%,17.8%,24.4%,45.9%,27.8%,36.0%,65.0%,100.0%,5.6%,16.7%,58.8%,-63
2024 Roland Garros R64,L vs Rublev,18.8%,34.4%,47.3%,28.6%,17.5%,38.1%,51.9%,32.5%,33.3%,69.4%,71.4%,24.1%,31.0%,36.4%,105
2024 Madrid Q1,L vs Albot,15.6%,35.6%,55.3%,23.3%,17.2%,41.4%,62.5%,29.3%,35.7%,80.0%,66.7%,12.5%,25.0%,42.9%,-79
2024 Estoril F,L vs Hurkacz,10.3%,20.6%,55.2%,19.0%,12.5%,27.1%,59.5%,24.8%,27.3%,61.5%,100.0%,5.9%,5.9%,43.8%,-63
2024 Estoril SF,W vs Ruud,11.9%,20.8%,60.0%,21.4%,10.8%,18.9%,59.1%,23.8%,36.4%,65.9%,50.0%,17.4%,30.4%,63.2%,45
2023 Roland Garros R128,L vs Griekspoor,23.7%,34.6%,52.3%,32.1%,25.0%,38.5%,57.7%,37.5%,17.8%,54.2%,44.4%,26.2%,33.3%,38.7%,115
2023 Roland Garros Q2,W vs Added,13.0%,31.2%,62.5%,22.5%,13.0%,33.3%,68.1%,26.5%,42.3%,67.9%,0.0%,15.0%,30.0%,47.1%,25
2023 Rio de Janeiro R16,L vs Jarry,18.3%,21.7%,46.5%,21.2%,24.3%,27.0%,53.6%,28.9%,55.6%,36.8%,66.7%,11.8%,17.6%,33.3%,-22
2023 Australian Open R128,L vs Hurkacz,13.1%,19.0%,53.6%,18.9%,16.1%,24.2%,55.8%,24.0%,57.1%,38.2%,0.0%,5.6%,5.6%,47.1%,-68
2022 Naples CH R32,L vs Daniel,10.3%,19.0%,58.7%,18.1%,12.1%,21.2%,51.7%,25.8%,43.8%,17.6%,0.0%,10.5%,21.1%,70.6%,-30
2022 Tokyo QF,L vs Kwon,19.0%,23.8%,37.5%,22.4%,25.6%,32.6%,43.8%,30.5%,45.0%,26.1%,50.0%,5.9%,5.9%,25.0%,-63
Career (37 matches),,18.0%,27.3%,51.9%,25.0%,19.9%,31.0%,54.0%,30.3%,40.5%,54.6%,54.8%,16.7%,23.2%,47.0%,40
