Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2026 Montpellier R32,L vs Mannarino,55.4%,41.7%,3.1%,1/1,2.64,0.0%,38.6%,47.1%,0.0%,2.52,0.0%,95.0%,36.8%,10.0%,2.83,0.0%
2025 Wimbledon R32,L vs Sinner,68.9%,35.3%,5.4%,2/2,2.41,2.9%,67.4%,31.0%,4.7%,2.53,4.0%,78.6%,40.9%,7.1%,2.08,0.0%
2025 Wimbledon R128,W vs Loffhagen,63.2%,71.7%,1.1%,0/1,2.68,17.5%,53.2%,68.0%,0.0%,2.62,22.6%,81.4%,74.3%,2.3%,2.86,0.0%
2025 Rome R64,L vs Hurkacz,60.0%,36.7%,4.0%,1/1,2.52,6.4%,60.5%,30.4%,5.3%,2.50,5.4%,63.6%,57.1%,0.0%,2.60,10.0%
2025 Barcelona R16,L vs Fils,74.5%,34.2%,3.9%,1/1,2.14,3.0%,60.0%,33.3%,4.0%,2.09,3.6%,88.5%,34.8%,3.8%,2.40,0.0%
2025 Buenos Aires R16,W vs Schwartzman,81.0%,61.8%,0.0%,0/0,2.46,0.0%,85.2%,65.2%,0.0%,2.50,0.0%,100.0%,54.5%,0.0%,2.33,0.0%
2025 Rotterdam QF,L vs Alcaraz,58.3%,23.8%,5.6%,2/0,2.33,6.3%,56.5%,15.4%,4.3%,2.22,8.3%,72.7%,37.5%,9.1%,2.63,0.0%
2025 Australian Open R64,L vs Zverev,63.0%,37.0%,5.5%,1/3,2.32,5.2%,62.3%,36.4%,5.7%,2.32,7.3%,76.5%,38.5%,5.9%,2.32,0.0%
2024 US Open R128,W vs Kasnikowski,77.0%,54.3%,2.4%,2/2,2.23,23.8%,74.2%,51.4%,2.1%,2.31,35.9%,87.3%,58.2%,3.2%,2.09,2.7%
2024 Hamburg SF,L vs Zverev,47.1%,37.5%,7.8%,3/1,2.81,0.0%,40.0%,28.6%,2.9%,2.86,0.0%,76.9%,50.0%,23.1%,2.71,0.0%
2024 Roland Garros R64,L vs Rublev,58.8%,42.0%,16.5%,10/4,-,4.1%,51.9%,39.3%,13.0%,-,5.8%,75.9%,45.5%,24.1%,-,0.0%
2024 Madrid Q1,L vs Albot,76.9%,27.5%,0.0%,0/0,1.97,2.6%,78.1%,20.0%,0.0%,1.85,4.2%,88.2%,40.0%,0.0%,2.18,0.0%
2024 Estoril F,L vs Hurkacz,56.9%,37.9%,5.9%,1/2,2.45,1.7%,43.2%,50.0%,0.0%,2.38,2.4%,92.9%,23.1%,21.4%,2.63,0.0%
2024 Estoril SF,W vs Ruud,72.2%,48.7%,3.7%,2/2,2.28,2.4%,67.8%,40.0%,3.4%,2.25,3.1%,88.4%,57.9%,4.7%,2.37,0.0%
2023 Roland Garros R128,L vs Griekspoor,66.7%,53.4%,6.8%,4/5,2.35,9.2%,59.7%,51.2%,4.2%,2.32,11.5%,81.8%,55.6%,10.9%,2.44,3.2%
2023 Roland Garros Q2,W vs Added,78.0%,48.4%,1.2%,0/1,2.17,4.7%,79.5%,42.9%,0.0%,2.20,6.4%,85.3%,55.2%,2.9%,2.09,0.0%
2023 Rio de Janeiro R16,L vs Jarry,71.4%,31.4%,4.1%,1/1,-,0.0%,58.3%,28.6%,4.2%,-,0.0%,91.3%,33.3%,4.3%,-,0.0%
2023 Australian Open R128,L vs Hurkacz,44.3%,29.0%,5.7%,2/2,2.46,2.9%,35.3%,27.8%,2.0%,2.55,1.9%,72.2%,30.8%,16.7%,2.18,5.9%
2022 Naples CH R32,L vs Daniel,74.1%,40.0%,1.9%,0/1,-,0.0%,59.4%,36.8%,0.0%,-,0.0%,100.0%,42.9%,4.8%,-,0.0%
2022 Tokyo QF,L vs Kwon,73.2%,36.7%,12.2%,1/4,-,2.1%,62.5%,33.3%,16.7%,-,3.1%,88.2%,40.0%,5.9%,-,0.0%
Career (37 matches),,70.5%,46.4%,4.1%,55.2%,2.30,6.7%,66.5%,42.9%,3.2%,2.28,8.9%,85.8%,51.7%,6.3%,2.34,1.9%
