Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,8,Hard,18,10,8,55.6%,8,5,3,62.5%,2019,2026,R32,18,0.98,3.4%,4.3%,67.7%,66.2%,48.3%,60.4%,38.9%,53.9%,43.5%
Roland Garros,8,Clay,21,13,8,61.9%,4,1,3,25.0%,2018,2025,R32,20,1.05,2.0%,4.4%,69.8%,67.1%,47.3%,61.1%,41.0%,61.8%,42.6%
Wimbledon,6,Grass,11,5,6,45.5%,2,2,0,100.0%,2019,2025,R32,11,0.89,1.9%,4.4%,65.5%,62.7%,53.3%,59.5%,36.0%,61.1%,40.0%
US Open,8,Hard,14,6,8,42.9%,10,6,4,60.0%,2018,2025,R64,14,0.90,3.3%,6.5%,61.5%,64.6%,45.5%,57.2%,38.7%,55.6%,34.0%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2024,2024,R64,1,1.13,0.0%,5.1%,73.1%,73.7%,52.4%,67.9%,36.2%,25.0%,22.2%
Davis Cup,2,,3,2,1,66.7%,2,2,0,100.0%,2024,2025,,1,0.91,3.6%,3.6%,61.8%,67.6%,61.9%,65.5%,31.3%,0.0%,0.0%
Santiago,5,Clay,11,7,4,63.6%,4,1,3,25.0%,2022,2026,W,11,1.05,1.8%,5.2%,64.8%,69.5%,46.2%,61.3%,40.8%,67.0%,42.0%
Rio de Janeiro,4,Clay,6,2,4,33.3%,1,0,1,0.0%,2019,2026,R16,6,0.98,1.9%,5.6%,68.8%,63.6%,44.7%,57.7%,41.5%,53.8%,52.4%
Buenos Aires,5,Clay,14,9,5,64.3%,6,3,3,50.0%,2020,2026,SF,13,1.04,1.0%,3.6%,70.6%,63.2%,45.9%,58.1%,43.7%,61.5%,38.5%
Montpellier,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2024,2026,R16,3,0.83,3.5%,4.0%,58.9%,63.9%,50.6%,58.4%,34.7%,40.0%,30.8%
Paris Masters,4,Hard,4,0,4,0.0%,0,0,0,-,2021,2025,R64,4,0.71,4.9%,6.2%,56.0%,61.0%,48.6%,55.6%,31.5%,37.0%,21.7%
Basel,3,Hard,4,1,3,25.0%,1,0,1,0.0%,2022,2025,R16,4,0.85,6.4%,7.2%,55.8%,71.9%,38.2%,57.0%,36.7%,52.0%,47.6%
