Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Montpellier R32,L vs Mannarino,4.4,5.0,3.9,42.9%,42.9%,50.0%,37.5%,46.7%,40.7%,-0.5,-0.6,0.5,0.8
2025 Wimbledon R32,L vs Sinner,4.4,4.9,3.9,33.8%,50.0%,45.0%,31.3%,44.9%,36.3%,-1.0,-1.1,-2.5,-2.7
2025 Wimbledon R128,W vs Loffhagen,4.0,4.7,3.3,49.0%,65.2%,50.0%,50.0%,53.8%,35.6%,5.5,5.0,10.5,12.2
2025 Rome R64,L vs Hurkacz,4.3,4.9,3.5,34.4%,43.5%,50.0%,63.6%,54.2%,28.7%,0.0,0.0,3.0,5.1
2025 Barcelona R16,L vs Fils,3.6,4.0,3.2,38.5%,52.9%,54.5%,16.7%,51.4%,24.3%,-7.0,-11.7,-2.0,-3.8
2025 Buenos Aires R16,W vs Schwartzman,6.3,6.8,5.7,71.1%,60.0%,57.1%,54.2%,45.3%,19.3%,9.5,10.2,9.0,8.3
2025 Rotterdam QF,L vs Alcaraz,4.7,5.5,3.5,33.3%,20.0%,50.0%,70.0%,46.8%,34.1%,0.0,0.0,-7.0,-11.9
2025 Australian Open R64,L vs Zverev,4.6,5.3,3.9,38.2%,25.0%,42.1%,50.0%,49.8%,37.7%,0.5,0.6,-5.0,-6.4
2024 US Open R128,W vs Kasnikowski,4.4,3.7,5.1,51.8%,62.2%,55.2%,42.9%,62.2%,30.2%,30.0,9.2,8.0,5.3
2024 Hamburg SF,L vs Zverev,3.7,4.5,2.6,35.4%,36.7%,70.6%,50.0%,47.3%,21.5%,3.0,4.6,4.0,6.5
2024 Roland Garros R64,L vs Rublev,3.5,3.9,3.0,40.2%,46.3%,42.9%,44.4%,48.7%,34.5%,19.0,23.2,6.5,8.6
2024 Madrid Q1,L vs Albot,4.9,4.2,5.4,53.3%,26.9%,38.5%,46.2%,50.8%,22.9%,0.5,0.5,3.5,4.7
2024 Estoril F,L vs Hurkacz,4.5,5.0,3.8,34.8%,54.5%,61.1%,30.8%,46.6%,18.9%,2.0,2.5,4.0,4.5
2024 Estoril SF,W vs Ruud,5.2,5.8,4.7,44.4%,50.8%,61.8%,61.5%,49.7%,12.6%,7.5,3.8,12.5,6.6
2023 Roland Garros R128,L vs Griekspoor,3.8,3.9,3.6,50.6%,43.8%,72.4%,43.8%,53.6%,22.8%,7.5,4.0,9.0,6.2
2023 Roland Garros Q2,W vs Added,4.7,4.4,4.9,55.3%,51.1%,59.1%,43.8%,57.0%,17.1%,10.5,6.9,4.5,4.4
2023 Rio de Janeiro R16,L vs Jarry,4.1,4.6,3.4,36.7%,50.0%,50.0%,22.2%,43.0%,26.5%,1.0,1.7,-2.5,-3.5
2023 Australian Open R128,L vs Hurkacz,4.4,5.9,2.5,32.6%,41.2%,53.3%,42.1%,51.2%,20.0%,11.0,9.5,-3.0,-3.2
2022 Naples CH R32,L vs Daniel,6.2,5.9,6.5,40.0%,50.0%,22.2%,65.2%,50.3%,20.0%,5.0,3.7,6.0,5.2
2022 Tokyo QF,L vs Kwon,5.0,5.2,4.6,38.3%,25.9%,58.8%,46.2%,53.1%,38.4%,5.0,4.9,-1.0,-1.6
Career (37 matches),,4.6,4.8,4.3,46.3%,46.8%,51.8%,47.8%,52.6%,26.0%,6.0,4.7,1.9,1.9
