Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2026-03-30),113,580,167,1617,164,1571,127,1605,180,1470,,,,
2025,92,668,173,1604,173,1546,131,1602,182,1463,,,,
2024,43,1205,109,1689,132,1595,63,1702,190,1461,314,205,,
2023,106,612,131,1636,129,1582,119,1611,177,1458,,,,
2022,62,776,151,1624,159,1554,98,1637,163,1472,,,,
2021,60,1001,60,1771,77,1677,45,1745,86,1596,,,,
2020,85,800,61,1753,88,1638,51,1717,,,183,403,,
2019,170,300,305,1436,278,1415,269,1410,213,1406,194,358,,
2018,156,336,181,1548,231,1445,138,1557,,,158,445,,
2017,261,197,345,1339,351,1266,284,1361,,,209,312,,
2016,305,159,,,,,,,,,310,221,,
2015,688,40,,,,,,,,,557,101,,
2014,1205,6,,,,,,,,,837,42,,
2013,1674,1,,,,,,,,,,,,
