Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,2,6,25.0%,6-11,35.3%,77-87,47.0%,1-3,25.0%,7,73.1%,23.2%,1.7%,4.7%,66.8%,68.3%,41.5%,59.4%,35.9%,47.8%,0.89,QF (Buenos Aires)
2025,42,16,26,38.1%,37-62,37.4%,396-506,43.9%,5-2,71.4%,39,65.9%,21.1%,1.1%,4.3%,68.3%,61.5%,46.4%,56.8%,36.7%,47.0%,0.85,SF (Buenos Aires)
2024,42,19,23,45.2%,46-60,43.4%,488-542,47.4%,8-7,53.3%,42,72.2%,22.3%,3.1%,5.1%,68.6%,65.8%,46.2%,59.6%,37.8%,48.8%,0.94,F (Estoril)
2023,16,4,12,25.0%,14-29,32.6%,183-225,44.9%,2-6,25.0%,16,66.5%,24.0%,1.4%,6.3%,64.9%,64.8%,44.8%,57.8%,37.7%,48.3%,0.89,QF (Pune)
2022,45,20,25,44.4%,50-62,44.6%,534-577,48.1%,8-11,42.1%,45,73.6%,23.0%,2.6%,4.4%,65.3%,64.2%,52.4%,60.1%,38.4%,49.3%,0.96,W (Santiago)
2021,36,17,19,47.2%,46-49,48.4%,458-450,50.4%,6-7,46.2%,36,75.2%,25.1%,3.5%,3.7%,64.8%,66.3%,50.5%,60.8%,38.6%,49.9%,0.98,F (Kitzbuhel)
2020,17,9,8,52.9%,22-21,51.2%,212-201,51.3%,2-2,50.0%,17,74.3%,28.1%,2.5%,4.6%,67.7%,65.5%,45.0%,58.9%,40.4%,50.1%,0.98,QF (Rio De Janeiro)
2019,2,0,2,0.0%,0-5,0.0%,10-31,24.4%,0-1,0.0%,2,35.0%,15.0%,0.0%,5.0%,64.3%,51.1%,34.0%,45.0%,31.8%,38.7%,0.58,R32 (Sao Paulo)
2018,2,0,2,0.0%,1-4,20.0%,24-32,42.9%,1-0,100.0%,2,66.7%,17.9%,1.0%,6.3%,65.6%,69.0%,31.8%,56.3%,36.2%,46.1%,0.83,R32 (Marrakech)
Career,210,87,123,41.4%,222-303,42.3%,2382-2651,47.3%,33-39,45.8%,206,71.4%,23.3%,2.4%,4.6%,66.6%,64.7%,47.8%,59.1%,38.0%,48.7%,0.93,
