Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,1,0,1,0.0%,0-2,0.0%,9-13,40.9%,0-0,-,1,72.7%,9.1%,5.1%,6.4%,53.8%,66.7%,47.2%,57.7%,22.6%,43.5%,0.54,R32 (Cary)
2022,5,2,3,40.0%,7-8,46.7%,57-69,45.2%,1-0,100.0%,5,60.7%,29.7%,1.4%,7.1%,59.9%,64.8%,37.7%,53.9%,40.2%,47.3%,0.87,
2021,11,2,9,18.2%,7-19,26.9%,104-140,42.6%,0-2,0.0%,11,63.1%,22.5%,2.5%,7.8%,58.2%,66.4%,43.6%,56.9%,36.3%,46.7%,0.84,R16 (2x)
2020,9,4,5,44.4%,10-12,45.5%,99-107,48.1%,1-1,50.0%,9,72.1%,23.0%,6.1%,5.5%,62.9%,65.4%,48.9%,59.3%,37.7%,49.0%,0.92,R32 (4x)
2019,35,16,19,45.7%,40-41,49.4%,392-376,51.0%,1-9,10.0%,35,72.2%,30.1%,4.3%,8.3%,59.0%,68.3%,47.0%,59.6%,40.3%,50.3%,1.00,SF (2x)
2018,16,8,8,50.0%,20-19,51.3%,196-187,51.2%,3-5,37.5%,16,78.4%,23.8%,4.1%,7.5%,58.7%,70.4%,52.5%,63.0%,38.1%,50.5%,1.03,SF (Noumea)
2017,1,0,1,0.0%,1-2,33.3%,16-15,51.6%,0-1,0.0%,1,93.3%,13.3%,2.8%,7.5%,57.5%,68.9%,60.0%,65.1%,34.7%,50.2%,0.99,R32 (Happy Valley)
2016,8,5,3,62.5%,9-6,60.0%,77-75,50.7%,2-0,100.0%,8,72.2%,28.9%,4.8%,8.3%,50.6%,67.2%,50.6%,59.0%,40.6%,50.2%,0.99,SF (Savannah)
2014,8,5,3,62.5%,10-7,58.8%,87-82,51.5%,2-0,100.0%,8,77.6%,23.2%,3.6%,3.6%,64.1%,71.9%,52.7%,65.0%,38.9%,51.6%,1.11,SF (Tallahassee)
2013,44,31,13,70.5%,67-29,69.8%,514-389,56.9%,6-2,75.0%,44,78.7%,33.8%,3.3%,6.0%,67.7%,71.1%,48.4%,63.8%,43.1%,53.2%,1.19,W (3x)
2012,1,0,1,0.0%,1-2,33.3%,14-13,51.9%,0-1,0.0%,1,76.9%,30.8%,3.5%,7.1%,57.6%,75.5%,44.4%,62.4%,42.7%,51.6%,1.13,R32 (Charlottesville)
2011,18,13,5,72.2%,24-16,60.0%,208-164,55.9%,2-3,40.0%,18,76.6%,35.5%,3.4%,5.3%,62.3%,67.9%,50.3%,61.3%,43.6%,52.4%,1.13,W (Tallahassee)
2010,43,29,14,67.4%,60-37,61.9%,484-400,54.8%,4-3,57.1%,43,74.7%,34.2%,2.8%,4.7%,64.3%,66.1%,51.3%,60.9%,43.1%,52.0%,1.10,W (Carson)
2009,32,20,12,62.5%,40-29,58.0%,351-307,53.3%,5-3,62.5%,0,,,,,,,,,,,,W (Calabasas)
2008,20,15,5,75.0%,30-18,62.5%,246-220,52.8%,4-2,66.7%,0,,,,,,,,,,,,W (Sacramento)
2007,48,34,14,70.8%,71-39,64.5%,610-489,55.5%,13-13,50.0%,0,,,,,,,,,,,,W (Aptos)
2006,10,4,6,40.0%,9-13,40.9%,106-119,47.1%,0-4,0.0%,0,,,,,,,,,,,,QF (Louisville)
2005,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,0,,,,,,,,,,,,R32 (Carson)
2004,1,0,1,0.0%,1-2,33.3%,8-14,36.4%,0-0,-,0,,,,,,,,,,,,R32 (Lexington)
Career,312,188,124,60.3%,407-303,57.3%,3583-3191,52.9%,44-49,47.3%,200,74.5%,30.3%,3.6%,6.4%,62.1%,68.4%,49.0%,61.0%,41.1%,51.1%,1.05,
