Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2019 Washington R64,L vs Hurkacz,52.6%,50.0%,1.8%,1/0,2.43,10.8%,51.4%,44.4%,0.0%,2.25,17.4%,63.2%,58.3%,5.3%,2.68,0.0%
2019 Indian Wells R128,L vs Hurkacz,70.0%,59.2%,0.0%,0/0,2.46,0.0%,66.7%,58.8%,0.0%,2.22,0.0%,83.3%,60.0%,0.0%,2.89,0.0%
2017 Indian Wells R16,L vs Nishikori,67.3%,45.9%,5.5%,1/2,2.47,16.3%,69.7%,56.5%,3.0%,2.54,23.1%,66.7%,28.6%,9.5%,2.35,5.9%
2017 Indian Wells R128,W vs Kozlov,69.8%,50.0%,0.0%,0/0,2.10,18.0%,74.5%,57.9%,0.0%,2.15,25.8%,81.5%,36.4%,0.0%,2.03,5.3%
2017 Acapulco R16,L vs Kyrgios,47.4%,37.0%,3.5%,1/1,2.09,3.0%,45.9%,47.1%,2.7%,2.28,5.6%,76.9%,20.0%,7.7%,1.86,0.0%
2016 Atlanta QF,L vs Opelka,49.1%,42.9%,3.5%,1/1,2.57,15.4%,44.1%,40.0%,2.9%,2.47,23.5%,65.0%,46.2%,5.0%,2.75,0.0%
2015 Basel QF,L vs Sock,60.5%,53.8%,2.3%,0/2,2.26,9.1%,48.1%,46.2%,1.9%,2.09,18.2%,92.9%,61.5%,3.6%,2.42,0.0%
2015 Washington R32,L vs Pospisil,54.2%,37.5%,1.7%,0/1,2.55,5.0%,40.6%,30.8%,3.1%,2.42,7.7%,73.1%,42.1%,0.0%,2.79,0.0%
2015 Indian Wells R64,W vs Chardy,67.6%,54.2%,0.0%,0/0,2.42,11.6%,70.6%,50.0%,0.0%,2.60,23.8%,85.7%,58.3%,0.0%,2.25,0.0%
2014 Stockholm R32,L vs Mayer,44.9%,31.8%,6.1%,0/3,2.43,19.4%,43.3%,23.1%,6.7%,2.37,26.1%,52.9%,44.4%,5.9%,2.57,4.8%
2014 Canada R64,W vs Dancevic,64.3%,64.8%,2.4%,1/1,2.37,22.6%,58.0%,55.2%,2.0%,2.43,34.5%,78.1%,76.0%,3.1%,2.29,8.3%
2014 Houston QF,L vs Verdasco,70.3%,37.8%,4.7%,2/1,2.19,4.4%,75.5%,40.5%,0.0%,2.13,6.5%,66.7%,25.0%,25.0%,2.32,0.0%
2014 Miami R64,L vs Isner,56.8%,46.0%,4.5%,2/2,2.06,11.9%,46.8%,41.4%,0.0%,2.11,18.4%,84.0%,52.4%,16.0%,1.98,0.0%
2011 Bangkok F,L vs Murray,67.6%,32.0%,8.1%,1/2,1.66,13.8%,60.7%,29.4%,7.1%,1.64,18.2%,88.9%,37.5%,11.1%,1.71,0.0%
Career (14 matches),,60.8%,48.1%,2.8%,38.5%,2.29,12.0%,57.4%,46.8%,1.7%,2.26,18.4%,76.6%,50.0%,5.4%,2.35,2.0%
