Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2021,1,0,1,0.0%,0-2,0.0%,7-12,36.8%,0-0,-,1,60.0%,11.1%,5.5%,8.2%,58.9%,65.1%,36.7%,53.4%,29.4%,43.5%,0.63,R32 (Delray Beach)
2019,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,2,47.1%,16.7%,2.0%,5.0%,59.4%,55.0%,43.9%,50.5%,37.8%,43.4%,0.76,R64 (Washington)
2018,15,3,12,20.0%,8-28,22.2%,140-207,40.3%,4-5,44.4%,15,66.9%,14.5%,3.8%,6.1%,60.1%,63.7%,50.1%,58.3%,33.0%,45.7%,0.79,R16 (2x)
2017,47,25,22,53.2%,55-58,48.7%,549-596,47.9%,14-4,77.8%,46,75.7%,18.8%,5.2%,4.9%,60.8%,68.6%,49.6%,61.2%,34.2%,48.4%,0.88,SF (2x)
2016,39,18,21,46.2%,43-52,45.3%,453-470,49.1%,6-7,46.2%,39,77.0%,21.5%,4.8%,5.0%,57.7%,71.0%,50.4%,62.3%,37.2%,49.7%,0.99,SF (Newport)
2015,45,22,23,48.9%,53-62,46.1%,534-572,48.3%,5-2,71.4%,43,73.4%,23.3%,4.5%,5.6%,55.4%,69.3%,50.5%,60.9%,37.3%,49.2%,0.95,F (Delray Beach)
2014,40,18,22,45.0%,48-58,45.3%,495-521,48.7%,9-8,52.9%,39,75.8%,22.0%,3.9%,4.6%,62.2%,68.9%,50.2%,61.8%,37.7%,49.7%,0.99,SF (Washington)
2013,5,2,3,40.0%,3-7,30.0%,44-46,48.9%,0-0,-,5,66.7%,35.4%,3.9%,6.6%,62.9%,61.9%,43.5%,55.1%,45.4%,50.3%,1.01,R16 (Memphis)
2012,29,5,24,17.2%,22-57,27.8%,314-433,42.0%,5-8,38.5%,29,64.0%,20.7%,2.6%,4.9%,61.3%,64.3%,42.8%,56.0%,37.2%,46.6%,0.85,R16 (3x)
2011,36,19,17,52.8%,44-44,50.0%,424-435,49.4%,10-8,55.6%,36,73.7%,24.9%,3.7%,4.5%,63.0%,66.7%,51.8%,61.2%,39.2%,50.0%,1.01,F (Bangkok)
2010,9,3,6,33.3%,8-15,34.8%,100-118,45.9%,0-2,0.0%,9,67.6%,23.1%,4.8%,5.2%,59.0%,66.3%,45.9%,58.0%,35.7%,47.5%,0.85,R16 (Atlanta)
2009,4,0,4,0.0%,2-9,18.2%,41-64,39.0%,1-0,100.0%,4,66.7%,11.3%,4.2%,3.9%,56.7%,64.7%,47.6%,57.3%,31.2%,44.7%,0.73,R16 (Bangkok)
2008,28,8,20,28.6%,24-47,33.8%,296-372,44.3%,2-8,20.0%,28,71.2%,18.0%,3.8%,4.3%,59.5%,65.1%,48.7%,58.5%,35.0%,47.2%,0.84,QF (Memphis)
2007,6,3,3,50.0%,7-9,43.8%,79-80,49.7%,0-2,0.0%,5,81.0%,19.2%,5.4%,4.6%,56.9%,76.1%,48.5%,64.2%,37.3%,50.4%,1.04,R32 (3x)
2006,3,0,3,0.0%,1-7,12.5%,14-46,23.3%,0-0,-,3,43.3%,3.3%,2.3%,7.6%,53.8%,50.0%,40.5%,45.6%,32.2%,38.4%,0.59,R128 (3x)
2005,7,0,7,0.0%,0-15,0.0%,44-93,32.1%,0-2,0.0%,7,49.3%,16.2%,3.0%,3.9%,62.0%,54.3%,44.6%,50.6%,33.5%,42.4%,0.68,R32 (3x)
Career,316,126,190,39.9%,318-474,40.2%,3545-4089,46.4%,56-56,50.0%,311,72.1%,20.8%,4.2%,4.9%,59.8%,67.3%,49.0%,59.9%,36.6%,48.4%,0.91,
