Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Washington R64,L vs Hurkacz,17.0%,34.0%,43.2%,25.7%,14.8%,40.7%,39.1%,30.0%,25.0%,66.7%,100.0%,22.2%,27.8%,50.0%,72
2019 Indian Wells R128,L vs Hurkacz,20.4%,22.2%,40.0%,21.3%,24.2%,27.3%,48.0%,25.8%,20.0%,50.0%,75.0%,16.7%,16.7%,26.7%,39
2017 Indian Wells R16,L vs Nishikori,17.5%,24.6%,48.8%,23.5%,23.5%,29.4%,50.0%,33.5%,27.8%,75.0%,100.0%,10.5%,21.1%,47.1%,-22
2017 Indian Wells R128,W vs Kozlov,21.6%,35.1%,62.0%,26.8%,27.9%,37.2%,51.6%,36.7%,20.0%,56.5%,50.0%,17.4%,43.5%,78.9%,24
2017 Acapulco R16,L vs Kyrgios,26.5%,34.7%,45.5%,34.3%,40.0%,53.3%,50.0%,52.7%,30.8%,58.8%,50.0%,6.3%,6.3%,40.0%,-60
2016 Atlanta QF,L vs Opelka,37.0%,44.4%,55.6%,40.9%,50.0%,58.8%,58.8%,56.2%,31.3%,72.2%,50.0%,23.1%,30.8%,50.0%,47
2015 Basel QF,L vs Sock,17.9%,31.0%,46.3%,24.8%,22.7%,40.9%,58.8%,35.9%,27.3%,63.6%,60.0%,12.8%,20.5%,35.3%,-5
2015 Washington R32,L vs Pospisil,39.1%,42.0%,35.0%,40.7%,42.2%,44.4%,34.6%,44.7%,19.0%,50.0%,66.7%,36.4%,40.9%,35.7%,47
2015 Indian Wells R64,W vs Chardy,28.1%,31.3%,55.8%,29.7%,32.3%,38.7%,47.6%,35.5%,30.0%,76.2%,66.7%,26.7%,26.7%,63.6%,59
2014 Stockholm R32,L vs Mayer,17.4%,24.4%,50.7%,25.2%,19.3%,28.1%,52.2%,31.1%,21.9%,56.0%,66.7%,16.0%,20.0%,47.6%,34
2014 Canada R64,W vs Dancevic,33.3%,44.0%,52.8%,38.2%,39.6%,54.2%,55.2%,48.1%,21.1%,48.3%,-,27.3%,33.3%,50.0%,47
2014 Houston QF,L vs Verdasco,13.3%,23.3%,51.1%,22.5%,16.2%,29.7%,58.1%,31.1%,29.4%,60.0%,0.0%,12.5%,18.8%,35.7%,-13
2014 Miami R64,L vs Isner,31.9%,40.4%,52.5%,36.3%,37.7%,49.2%,50.0%,44.4%,7.4%,50.0%,100.0%,25.0%,28.6%,57.1%,115
2011 Bangkok F,L vs Murray,11.8%,20.6%,27.6%,14.7%,12.0%,20.0%,22.7%,16.0%,33.3%,84.6%,100.0%,12.5%,25.0%,42.9%,4
Career (14 matches),,24.5%,33.1%,48.5%,29.7%,29.5%,40.1%,49.1%,38.1%,23.2%,60.0%,71.8%,19.8%,26.3%,47.8%,68
