Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
Current (2024-09-09),1350,4,,,,,,,,,,,,
2023,1089,8,,,,,,,,,,,,
2022,579,53,,,,,,,,,,,,
2021,411,99,289,1434,265,1406,260,1419,,,,,,
2020,323,135,,,,,,,,,323,168,,
2019,230,210,231,1512,209,1486,217,1466,160,1483,233,258,,
2018,248,183,122,1656,100,1645,140,1551,110,1546,193,330,98,1589
2017,61,816,67,1758,58,1716,95,1642,67,1644,49,1555,74,1658
2016,88,651,66,1763,65,1715,89,1662,64,1631,172,434,78,1631
2015,48,907,52,1795,40,1766,90,1650,129,1536,114,690,64,1663
2014,57,796,83,1724,75,1690,101,1631,134,1528,279,240,105,1531
2013,96,569,94,1697,81,1670,126,1592,129,1517,389,159,,
2012,190,255,172,1581,143,1563,198,1483,186,1450,247,270,109,1535
2011,39,1004,67,1751,55,1723,120,1597,91,1580,414,134,,
2010,127,435,150,1603,127,1580,226,1464,178,1443,246,265,,
2009,194,244,131,1640,108,1612,221,1475,157,1481,489,100,,
2008,138,343,129,1652,103,1626,193,1504,139,1503,464,103,,
2007,100,432,107,1672,88,1645,198,1482,,,208,280,,
2006,494,55,369,1282,349,1256,,,,,997,18,,
2005,553,38,,,,,,,,,1426,5,,
2004,1272,3,,,,,,,,,,,,
