Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,12,Hard,26,14,12,53.8%,11,6,5,54.5%,2008,2020,R32,26,0.97,3.8%,5.4%,62.1%,68.1%,48.0%,60.5%,38.2%,61.0%,38.5%
Roland Garros,8,Clay,10,2,8,20.0%,6,2,4,33.3%,2008,2019,R32,9,0.83,2.7%,4.1%,60.8%,61.5%,49.9%,57.0%,35.8%,60.8%,44.6%
Wimbledon,12,Grass,17,5,12,29.4%,2,2,0,100.0%,2008,2019,R64,13,0.81,3.8%,3.5%,63.6%,65.9%,45.5%,58.4%,33.5%,55.1%,40.0%
US Open,16,Hard,36,20,16,55.6%,11,7,4,63.6%,2004,2019,R16,31,0.97,3.9%,6.0%,61.0%,67.8%,48.8%,60.4%,38.5%,56.3%,39.9%
Olympics,1,,1,0,1,0.0%,0,0,0,-,2012,2012,R64,1,0.54,6.5%,3.9%,68.8%,62.3%,50.0%,58.4%,22.4%,75.0%,0.0%
Davis Cup,2,,3,1,2,33.3%,0,0,0,-,2014,2015,,0,,,,,,,,,,
Washington,12,Hard,30,18,12,60.0%,10,5,5,50.0%,2008,2023,SF,30,1.03,4.2%,5.0%,59.5%,72.1%,50.3%,63.3%,37.7%,63.4%,37.2%
Atlanta,13,Hard,22,9,13,40.9%,7,5,2,71.4%,2010,2023,QF,22,0.90,4.5%,6.9%,59.9%,66.6%,47.9%,59.1%,36.7%,59.2%,38.6%
Newport,7,Grass,12,5,7,41.7%,4,0,4,0.0%,2008,2023,SF,12,0.99,4.7%,6.7%,55.5%,71.3%,53.0%,63.1%,36.3%,63.2%,43.3%
Winston-Salem,8,Hard,13,5,8,38.5%,3,1,2,33.3%,2011,2022,R16,13,0.98,3.4%,5.1%,60.1%,68.4%,49.7%,61.0%,38.2%,50.6%,46.7%
Houston,11,Clay,18,7,11,38.9%,3,1,2,33.3%,2005,2022,QF,16,0.91,2.2%,4.9%,60.6%,65.7%,51.2%,60.0%,36.5%,53.1%,48.0%
Delray Beach,12,Hard,28,15,13,53.6%,14,6,8,42.9%,2008,2021,F,26,0.99,3.9%,7.8%,57.5%,69.6%,49.9%,61.2%,38.6%,52.1%,34.7%
