Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2018 US Open R128,L vs Del Potro,100.2,103.5,7.9,102.9,97.8,123,83,92.8,4.0,,93.0,104,86
2017 US Open R64,L vs Monfils,96.5,102.1,7.7,106.2,97.7,120,88,86.3,4.8,83.7,84.2,97,79
2017 Wimbledon R64,L vs Nadal,103.8,109.6,7.6,112.2,108.3,127,88,92.0,4.1,92.6,97.5,102,84
2017 Australian Open R64,L vs Kohlschreiber,102.4,107.0,6.9,110.2,103.7,122,96,91.7,3.4,89.0,92.0,98,85
2016 US Open R64,L vs Karlovic,96.7,100.0,6.8,99.1,97.1,121,83,86.7,2.6,83.0,88.0,92,82
2016 US Open R128,W vs Struff,97.5,104.2,8.5,110.5,97.6,125,84,86.9,5.8,89.0,87.5,97,69
2016 Roland Garros R128,L vs Gabashvili,97.1,103.2,9.2,,,123,69,88.2,3.3,,,94,78
2015 US Open R16,L vs Wawrinka,100.2,108.8,8.5,,,124,82,86.9,4.9,,,97,78
2015 US Open R32,W vs Troicki,100.2,108.7,7.1,,,122,92,86.0,5.2,,,97,75
2015 US Open R64,W vs Bedene,98.5,106.9,9.0,,,126,82,87.7,5.0,,,98,75
2015 US Open R128,W vs Simon,97.1,105.5,8.5,,,127,89,85.0,4.4,,,95,73
2015 Australian Open R64,L vs Raonic,106.6,111.5,7.4,,,124,97,92.1,4.3,,,104,83
2014 US Open R128,L vs Kavcic,99.6,106.3,8.7,,,125,82,87.9,3.8,,,96,81
2014 Roland Garros R32,L vs Garcia Lopez,98.4,105.6,9.8,,,127,75,86.1,4.1,,,95,76
2014 Roland Garros R64,W vs Lopez,99.2,106.8,6.9,,,125,85,85.6,6.2,,,99,74
2014 Australian Open R32,L vs Nishikori,96.1,,,,,124,,,,,,,74
2014 Australian Open R64,W vs Seppi,98.7,,,,,123,,,,,,,77
2013 US Open R64,L vs Mayer,99.8,,,,,132,,,,,,,72
2013 US Open R128,W vs Klizan,100.1,,,,,118,,,,,,,66
2012 US Open R128,L vs Federer,98.4,,,,,129,,,,,,,66
Career (28 matches),,98.2,105.2,8.0,107.2,100.8,132,66,86.2,4.6,88.3,88.4,104,66
