Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2004 Wimbledon QF,L vs Roddick,16.8%,30.1%,62.1%,27.9%,20.0%,36.3%,59.4%,35.6%,50.0%,50.0%,100.0%,11.5%,19.2%,69.6%,-79
2004 Australian Open R16,L vs Roddick,12.5%,14.1%,35.0%,16.1%,18.4%,21.1%,38.7%,24.5%,41.2%,66.7%,0.0%,10.0%,10.0%,22.2%,-33
2003 Wimbledon QF,L vs Federer,22.5%,33.3%,44.2%,29.9%,25.0%,37.5%,48.1%,35.4%,41.2%,52.6%,71.4%,17.9%,25.0%,34.8%,22
2002 US Open SF,L vs Sampras,27.2%,39.5%,51.2%,32.7%,35.1%,46.8%,58.0%,43.2%,58.3%,34.1%,100.0%,11.8%,26.5%,40.0%,-36
2002 Wimbledon QF,L vs Hewitt,18.3%,27.4%,49.6%,25.3%,22.1%,34.4%,52.6%,32.2%,50.8%,60.3%,68.8%,12.2%,14.6%,41.7%,-12
Career (5 matches),,19.9%,29.9%,50.1%,27.1%,24.4%,36.5%,52.7%,34.9%,49.4%,52.1%,65.5%,12.9%,20.1%,43.8%,9
