Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,287,152,135,53.0%,373-350,51.6%,3527-3441,50.6%,49-49,50.0%,275,76.8%,24.0%,4.7%,4.1%,62.3%,69.4%,50.7%,62.4%,38.2%,50.2%,1.01
Clay,140,65,75,46.4%,176-187,48.5%,1730-1728,50.0%,19-25,43.2%,127,70.1%,29.7%,3.8%,4.7%,59.8%,65.9%,47.5%,58.5%,40.9%,49.8%,0.99
Grass,77,47,30,61.0%,126-88,58.9%,1132-1009,52.9%,17-18,48.6%,76,82.4%,24.0%,6.3%,5.4%,64.4%,72.7%,49.7%,64.5%,38.0%,51.0%,1.07
Carpet,59,31,28,52.5%,82-71,53.6%,775-745,51.0%,15-13,53.6%,50,80.3%,20.8%,5.6%,3.6%,65.2%,69.1%,51.8%,63.1%,36.9%,50.1%,1.00
Grand Slams,85,48,37,56.5%,171-141,54.8%,1594-1474,52.0%,24-23,51.1%,84,78.5%,25.0%,5.0%,4.4%,64.5%,70.7%,48.1%,62.7%,38.3%,50.5%,1.03
Masters,117,50,67,42.7%,117-149,44.0%,1223-1322,48.1%,13-18,41.9%,114,72.8%,23.3%,4.1%,3.9%,61.7%,66.4%,50.2%,60.2%,37.9%,49.0%,0.95
Other Tours,334,182,152,54.5%,418-364,53.5%,3867-3701,51.1%,55-56,49.5%,330,76.8%,25.7%,5.0%,4.6%,61.6%,69.3%,50.3%,62.0%,39.1%,50.5%,1.03
Best of 5,106,60,46,56.6%,217-179,54.8%,2030-1859,52.2%,30-31,49.2%,85,78.4%,25.2%,5.1%,4.3%,64.5%,70.7%,48.1%,62.6%,38.5%,50.5%,1.03
Best of 3,457,235,222,51.4%,540-517,51.1%,5134-5064,50.3%,70-74,48.6%,443,75.8%,25.0%,4.7%,4.4%,61.6%,68.6%,50.3%,61.6%,38.7%,50.1%,1.01
Finals,12,9,3,75.0%,21-10,67.7%,154-127,54.8%,0-0,-,12,78.0%,31.4%,5.9%,3.6%,61.8%,69.1%,52.1%,62.6%,41.6%,51.7%,1.11
Semi-finals,22,12,10,54.5%,26-27,49.1%,254-252,50.2%,1-4,20.0%,22,78.9%,22.5%,3.8%,4.2%,61.5%,70.2%,50.2%,62.5%,36.6%,49.9%,0.98
Quarter-finals,59,22,37,37.3%,60-90,40.0%,703-776,47.5%,12-17,41.4%,59,74.4%,21.4%,4.4%,3.8%,63.0%,67.9%,49.8%,61.2%,37.2%,49.0%,0.96
vs Righties,493,256,237,51.9%,653-609,51.7%,6214-6043,50.7%,92-91,50.3%,459,76.0%,25.1%,4.8%,4.5%,62.3%,69.0%,49.4%,61.6%,38.7%,50.1%,1.01
vs Lefties,70,39,31,55.7%,104-87,54.5%,950-880,51.9%,8-14,36.4%,69,79.3%,24.7%,5.3%,4.0%,62.6%,69.9%,52.4%,63.3%,38.6%,50.9%,1.05
vs Top 10,68,15,53,22.1%,50-126,28.4%,715-961,42.7%,5-10,33.3%,65,68.1%,17.3%,3.9%,4.4%,62.0%,64.5%,47.2%,57.9%,34.4%,46.2%,0.82
