Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2018 Wimbledon R128,L vs Tomova,18,31,0.6,13.6%,23.5%,15,27,0.6,12.4%,22.3%,6.6%,5.8%,1.1,6.1%,5.3%
2015 US Open R64,L vs Keys,7,25,0.3,7.5%,26.9%,6,20,0.3,7.4%,24.7%,2.5%,2.5%,1.7,20.4%,11.8%
2015 Wimbledon R128,L vs Pliskova,32,34,0.9,16.5%,17.5%,28,27,1.0,17.4%,16.8%,8.1%,8.7%,1.0,20.1%,20.1%
2015 Roland Garros R64,L vs Bacsinszky,9,19,0.5,11.8%,25.0%,8,18,0.4,11.6%,26.1%,7.2%,4.3%,2.0,21.1%,10.5%
2015 Australian Open R64,L vs Giorgi,9,17,0.5,8.5%,16.0%,5,15,0.3,5.7%,17.2%,2.3%,3.4%,1.2,21.7%,18.9%
2015 Australian Open R128,W vs Lucic,11,5,2.2,12.2%,5.6%,5,5,1.0,6.9%,6.9%,2.8%,2.8%,0.3,8.9%,27.8%
2014 Wimbledon R16,L vs Safarova,11,14,0.8,13.8%,17.5%,5,13,0.4,7.2%,18.8%,4.3%,2.9%,4.8,23.8%,5.0%
2014 Wimbledon R32,W vs Jovanovski,58,66,0.9,21.3%,24.3%,42,64,0.7,17.6%,26.9%,12.2%,5.0%,1.1,13.6%,12.9%
2014 Wimbledon R64,W vs Vandeweghe,26,18,1.4,18.6%,12.9%,20,17,1.2,16.3%,13.8%,8.9%,5.7%,1.0,15.0%,15.0%
2014 Wimbledon R128,W vs Hsieh,19,19,1.0,17.6%,17.6%,17,18,0.9,16.3%,17.3%,6.7%,7.7%,0.9,14.8%,15.7%
Career (10 matches),,200,248,0.8,15.5%,19.2%,151,224,0.7,13.4%,19.9%,7.3%,5.3%,1.1,16.0%,14.5%
