Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2023,26,10,16,38.5%,25-33,43.1%,244-279,46.7%,2-2,50.0%,0,,,,,,,,,,,,F (W25 Bath)
2022,28,13,15,46.4%,32-32,50.0%,302-293,50.8%,2-3,40.0%,0,,,,,,,,,,,,SF (2x)
2021,26,18,8,69.2%,40-23,63.5%,323-270,54.5%,3-5,37.5%,0,,,,,,,,,,,,F (2x)
2020,2,0,2,0.0%,0-4,0.0%,11-24,31.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
2019,17,10,7,58.8%,21-16,56.8%,175-163,51.8%,1-1,50.0%,0,,,,,,,,,,,,SF (W60 Croissy Beaubourg)
2018,40,27,13,67.5%,56-35,61.5%,480-409,54.0%,8-6,57.1%,0,,,,,,,,,,,,W (3x)
2017,31,18,13,58.1%,39-30,56.5%,322-308,51.1%,4-1,80.0%,0,,,,,,,,,,,,W (Joue Les Tours $25K)
2016,37,22,15,59.5%,49-33,59.8%,398-337,54.1%,4-3,57.1%,0,,,,,,,,,,,,F (2x)
2015,7,4,3,57.1%,9-7,56.3%,81-70,53.6%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
2014,36,24,12,66.7%,50-31,61.7%,417-326,56.1%,4-2,66.7%,5,-,-,8.2%,2.1%,62.0%,75.5%,50.4%,66.0%,44.8%,55.4%,1.32,W (2x)
2013,49,26,23,53.1%,58-50,53.7%,520-481,51.9%,2-6,25.0%,0,,,,,,,,,,,,SF (4x)
2012,47,33,14,70.2%,71-33,68.3%,529-369,58.9%,3-3,50.0%,0,,,,,,,,,,,,W (3x)
2011,9,6,3,66.7%,13-7,65.0%,106-75,58.6%,0-0,-,0,,,,,,,,,,,,F (Ilawa 10K)
2010,2,0,2,0.0%,0-4,0.0%,10-24,29.4%,0-0,-,0,,,,,,,,,,,,R32 (2x)
Career,357,211,146,59.1%,463-338,57.8%,3918-3428,53.3%,33-33,50.0%,5,-,-,8.2%,2.1%,62.0%,75.5%,50.4%,66.0%,44.8%,55.4%,1.32,
