Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2019 Prague Q2,L vs Paolini,77% (10/13),0% (0/4),1/3,0/0,57% (4/7),4/6,2/3,60% (3/5),67% (4/6)
2019 Prague Q1,W vs Zarytska,48% (11/23),45% (5/11),2/3,1/1,0% (0/4),0/1,0/0,80% (4/5),50% (3/6)
2019 Stuttgart Q3,L vs Friedsam,75% (6/8),40% (2/5),0/0,0/0,33% (2/6),4/6,1/2,- (0/0),- (0/0)
2019 Stuttgart Q2,W vs Ponchet,50% (7/14),50% (5/10),2/3,1/2,60% (6/10),2/2,0/0,57% (4/7),57% (4/7)
2019 Stuttgart Q1,W vs Paquet,47% (8/17),100% (4/4),2/5,1/4,100% (2/2),0/0,0/0,- (0/0),- (0/0)
2019 Lugano R32,L vs Van Uytvanck,73% (8/11),27% (4/15),1/1,0/0,33% (2/6),0/2,0/1,- (0/0),- (0/0)
2019 W60 Croissy Beaubourg SF,L vs Diatchenko,73% (8/11),14% (1/7),0/6,0/0,78% (7/9),1/3,0/1,29% (2/7),57% (4/7)
2019 W60 Croissy Beaubourg QF,W vs Tomova,57% (8/14),57% (4/7),2/4,1/2,75% (3/4),0/0,0/0,- (0/0),- (0/0)
2019 W60 Croissy Beaubourg R16,W vs Ponchet,60% (12/20),60% (3/5),2/4,1/2,0% (0/3),1/2,0/0,43% (3/7),71% (5/7)
2019 W60 Croissy Beaubourg R32,W vs Eikeri,78% (7/9),56% (5/9),2/2,1/1,0% (0/1),0/0,0/0,- (0/0),- (0/0)
2019 Budapest R16,L vs Parmentier,60% (6/10),0% (0/1),0/0,0/0,60% (6/10),4/6,3/4,- (0/0),- (0/0)
2019 Budapest R32,W vs Bonaventure,63% (12/19),27% (4/15),2/5,1/2,60% (3/5),1/2,0/0,- (0/0),- (0/0)
2019 Budapest Q2,W vs Martincova,56% (10/18),29% (2/7),2/8,1/2,100% (2/2),0/0,0/0,63% (5/8),50% (4/8)
2019 Budapest Q1,W vs Kovinic,40% (6/15),60% (6/10),2/3,1/1,38% (3/8),1/1,0/0,80% (4/5),60% (3/5)
2019 W60 Shrewsbury QF,L vs Tan,100% (1/1),- (0/0),0/0,0/0,45% (5/11),1/3,1/2,- (0/0),- (0/0)
2019 W60 Shrewsbury R16,W vs Burrage,56% (9/16),33% (3/9),2/4,1/3,100% (3/3),0/0,0/0,- (0/0),- (0/0)
2019 W60 Shrewsbury R32,W vs Reix,89% (8/9),40% (4/10),2/5,1/2,- (0/0),0/0,0/0,- (0/0),- (0/0)
2019 W25 Trnava QF,L vs Cadantu Ignatik,45% (5/11),20% (1/5),0/0,0/0,50% (5/10),0/2,0/1,- (0/0),- (0/0)
2019 W25 Trnava R16,W vs Stevanovic,62% (8/13),29% (4/14),2/2,1/1,100% (1/1),0/0,0/0,- (0/0),- (0/0)
2019 W25 Trnava R32,W vs Kuzmova,64% (9/14),38% (3/8),2/4,1/3,50% (1/2),0/0,0/0,- (0/0),- (0/0)
2019 (21 matches),,60.5%,38.4%,45.3%,50.0%,52.6%,54.8%,46.7%,56.8%,58.7%
2018 (12 matches),,52.6%,42.3%,70.6%,100.0%,56.4%,35.7%,41.7%,40.0%,30.0%
2017 (38 matches),,57.0%,46.0%,50.0%,50.0%,50.2%,38.7%,40.6%,61.5%,37.7%
2016 (45 matches),,54.1%,44.9%,50.9%,49.1%,59.7%,44.4%,42.4%,68.5%,44.0%
2015 (20 matches),,55.2%,51.7%,45.2%,85.7%,59.4%,44.2%,53.3%,59.1%,29.2%
Career (185 matches),,57.7%,44.1%,52.1%,55.9%,55.4%,44.1%,45.9%,59.8%,44.5%
