Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 Prague Q2,L vs Paolini,0.99,0.86,56.6,2.4,17.4%,60.9%,2.6%,61.5%,37.7%,29.2%
2019 Prague Q1,W vs Zarytska,1.13,1.19,61.6,3.3,18.2%,58.2%,13.7%,58.8%,54.0%,32.6%
2019 Stuttgart Q3,L vs Friedsam,0.92,0.70,53.5,2.4,10.0%,56.7%,3.7%,51.9%,46.9%,22.6%
2019 Stuttgart Q2,W vs Ponchet,1.15,1.25,68.5,3.2,4.7%,51.2%,7.0%,55.8%,61.1%,39.4%
2019 Stuttgart Q1,W vs Paquet,1.25,1.55,44.3,2.2,19.4%,71.0%,6.5%,58.1%,28.0%,60.0%
2019 Lugano R32,L vs Van Uytvanck,0.79,0.80,58.8,3.4,2.9%,51.4%,0.0%,61.3%,54.5%,34.1%
2019 W60 Croissy Beaubourg SF,L vs Diatchenko,0.96,0.79,60.4,3.9,13.5%,59.5%,11.8%,58.8%,29.3%,37.8%
2019 W60 Croissy Beaubourg QF,W vs Tomova,1.12,1.71,40.2,2.1,6.7%,63.3%,14.8%,70.4%,50.0%,52.0%
2019 W60 Croissy Beaubourg R16,W vs Ponchet,1.21,1.17,92.8,5.7,3.8%,67.3%,10.9%,58.7%,34.0%,37.0%
2019 W60 Croissy Beaubourg R32,W vs Eikeri,0.96,1.71,49.1,3.0,13.0%,82.6%,15.0%,55.0%,58.8%,48.5%
2019 Budapest R16,L vs Parmentier,0.91,0.53,50.0,2.2,5.6%,38.9%,2.9%,68.6%,25.0%,29.2%
2019 Budapest R32,W vs Bonaventure,1.00,1.31,54.2,6.6,13.0%,71.7%,10.0%,60.0%,42.3%,46.0%
2019 Budapest Q2,W vs Martincova,1.02,1.29,67.7,2.4,12.8%,66.7%,5.4%,70.3%,30.2%,50.0%
2019 Budapest Q1,W vs Kovinic,1.17,1.34,59.7,2.0,16.3%,65.1%,4.5%,40.9%,58.3%,48.4%
2019 W60 Shrewsbury QF,L vs Tan,1.12,0.29,32.2,2.0,0.0%,22.7%,5.0%,45.0%,13.3%,21.4%
2019 W60 Shrewsbury R16,W vs Burrage,1.17,1.54,49.7,2.2,12.9%,54.8%,6.5%,74.2%,45.5%,48.4%
2019 W60 Shrewsbury R32,W vs Reix,1.20,2.13,33.3,2.0,4.2%,70.8%,10.0%,75.0%,45.2%,51.6%
2019 W25 Trnava QF,L vs Cadantu Ignatik,1.01,0.58,46.2,2.6,14.7%,50.0%,9.7%,48.4%,34.6%,22.7%
2019 W25 Trnava R16,W vs Stevanovic,0.95,1.79,39.8,2.2,14.8%,77.8%,3.8%,65.4%,51.6%,55.2%
2019 W25 Trnava R32,W vs Kuzmova,0.92,1.55,51.0,2.1,21.9%,81.3%,17.2%,62.1%,33.3%,61.0%
2019 (21 matches),,1.03,1.10,56.0,2.6,11.3%,61.1%,7.9%,59.5%,42.4%,42.0%
2018 (12 matches),,0.99,0.94,61.0,2.5,8.6%,59.0%,5.3%,53.2%,42.8%,40.7%
2017 (38 matches),,1.00,1.01,57.0,2.8,5.8%,59.7%,4.2%,56.2%,41.8%,42.7%
2016 (45 matches),,1.02,1.04,56.2,2.7,6.3%,59.8%,4.9%,55.5%,42.6%,43.5%
2015 (20 matches),,0.99,0.86,55.4,2.5,6.8%,56.3%,6.1%,58.1%,36.5%,38.2%
Career (185 matches),,1.01,1.03,57.3,2.7,7.1%,59.8%,5.1%,56.7%,41.9%,42.5%
