Match,Result,GP Conv,BP Conv,SP Conv,MP Conv,BP Saved,SP Saved,MP Saved,TB SPW,TB RPW
2013 Carlsbad Q2,L vs Karatantcheva,58% (7/12),83% (5/6),1/2,0/0,25% (2/8),1/3,1/2,- (0/0),- (0/0)
2013 Carlsbad Q1,W vs Moriarty,43% (6/14),55% (6/11),2/6,1/1,71% (5/7),0/0,0/0,- (0/0),- (0/0)
2012 Palermo R32,W vs Savinykh,56% (5/9),50% (7/14),2/2,1/1,64% (9/14),0/0,0/0,- (0/0),- (0/0)
2011 Ankara 50K R16,L vs Bertens,52% (11/21),27% (3/11),1/1,0/0,73% (8/11),2/4,2/3,0% (0/4),0% (0/3)
2011 Ankara 50K R32,W vs Cadantu,42% (8/19),75% (6/8),2/7,1/4,50% (5/10),1/2,0/0,- (0/0),- (0/0)
2011 Zagreb 50K R32,W vs Sunic,56% (5/9),88% (7/8),2/7,1/4,20% (1/5),0/0,0/0,80% (4/5),60% (3/5)
2013 (2 matches),,50.0%,64.7%,37.5%,100.0%,46.7%,33.3%,50.0%,-,-
2012 (1 matches),,55.6%,50.0%,100.0%,100.0%,64.3%,-,-,-,-
2011 (3 matches),,49.0%,59.3%,33.3%,25.0%,53.8%,50.0%,66.7%,44.4%,37.5%
Career (6 matches),,50.0%,58.6%,40.0%,40.0%,54.5%,44.4%,60.0%,44.4%,37.5%
