Match,Result,BP Games,BP Conv/BPG,BreakBack%,BPF Games,Hold/BPFG,Consol%,SvForSet,SvStaySet,SvForMatch,SvStayMatch
2013 Carlsbad Q2,L vs Karatantcheva,36% (5/14),100% (5/5),3/6,54% (7/13),14% (1/7),2/4,0/1,1/1,0/0,0/0
2013 Carlsbad Q1,W vs Moriarty,67% (6/9),100% (6/6),1/2,50% (4/8),50% (2/4),3/4,0/0,0/0,0/0,0/0
2012 Palermo R32,W vs Savinykh,89% (8/9),88% (7/8),4/5,70% (7/10),29% (2/7),3/6,1/2,0/0,1/1,0/0
2011 Ankara 50K R16,L vs Bertens,29% (4/14),75% (3/4),1/2,50% (7/14),57% (4/7),3/3,1/1,2/3,0/0,2/2
2011 Ankara 50K R32,W vs Cadantu,46% (6/13),100% (6/6),3/5,38% (5/13),0% (0/5),2/4,0/1,0/0,0/1,0/0
2011 Zagreb 50K R32,W vs Sunic,78% (7/9),100% (7/7),3/3,44% (4/9),0% (0/4),5/7,1/2,1/1,0/1,0/0
2013 (2 matches),,47.8%,100.0%,50.0%,52.4%,27.3%,62.5%,0.0%,100.0%,-,-
2012 (1 matches),,88.9%,87.5%,80.0%,70.0%,28.6%,50.0%,50.0%,-,100.0%,-
2011 (3 matches),,47.2%,94.1%,70.0%,44.4%,25.0%,71.4%,50.0%,75.0%,0.0%,100.0%
Career (6 matches),,52.9%,94.4%,65.2%,50.7%,26.5%,64.3%,42.9%,80.0%,33.3%,100.0%
