Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2024,16,6,10,37.5%,12-15,44.4%,106-134,44.2%,2-0,100.0%,0,,,,,,,,,,,,R16 (6x)
2023,28,9,19,32.1%,24-34,41.4%,259-284,47.7%,1-5,16.7%,0,,,,,,,,,,,,QF (W15 Kursumlijska Banja)
2022,22,6,16,27.3%,16-32,33.3%,180-240,42.9%,1-1,50.0%,0,,,,,,,,,,,,R16 (6x)
2021,27,9,18,33.3%,25-36,41.0%,246-306,44.6%,3-3,50.0%,0,,,,,,,,,,,,SF (W15 Giza)
2020,17,6,11,35.3%,13-21,38.2%,136-164,45.3%,2-1,66.7%,0,,,,,,,,,,,,R16 (6x)
2019,42,16,26,38.1%,38-54,41.3%,370-433,46.1%,3-2,60.0%,0,,,,,,,,,,,,SF (2x)
2018,54,30,24,55.6%,68-61,52.7%,609-572,51.6%,3-6,33.3%,0,,,,,,,,,,,,F (3x)
2017,67,37,30,55.2%,78-64,54.9%,688-599,53.5%,5-4,55.6%,0,,,,,,,,,,,,SF (4x)
2016,54,28,26,51.9%,64-58,52.5%,586-519,53.0%,2-11,15.4%,0,,,,,,,,,,,,W (Cairo $10K)
2015,39,15,24,38.5%,36-52,40.9%,376-417,47.4%,3-5,37.5%,0,,,,,,,,,,,,SF (Cairo $10K)
2014,28,9,19,32.1%,23-41,35.9%,235-316,42.6%,2-2,50.0%,0,,,,,,,,,,,,QF (3x)
2013,13,3,10,23.1%,7-20,25.9%,78-148,34.5%,2-0,100.0%,0,,,,,,,,,,,,QF (Vrnjacka Banja 10K)
2012,1,0,1,0.0%,1-2,33.3%,16-19,45.7%,1-1,50.0%,0,,,,,,,,,,,,R32 (Nis 10K)
2011,1,0,1,0.0%,0-2,0.0%,3-12,20.0%,0-0,-,0,,,,,,,,,,,,R32 (Pirot 10K)
Career,409,174,235,42.5%,405-492,45.2%,3888-4163,48.3%,30-41,42.3%,0,,,,,,,,,,,,
