Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2019 W15 Bucharest QF,L vs Urzhumova,0.81,0.39,27.3,2.0,-,48.0%,-,34.8%,36.4%,19.0%
2019 W15 Heraklion R32,L vs Joksovic,1.02,0.72,50.1,2.1,-,40.6%,-,42.9%,44.4%,37.5%
2019 W15 Antalya R32,L vs Grimm,0.93,0.57,45.2,3.1,0.0%,52.9%,0.0%,51.5%,28.6%,30.4%
2019 W15 Antalya R32,W vs Samavati,0.94,1.32,62.4,3.0,0.0%,63.6%,0.0%,55.2%,61.1%,52.8%
2019 W15 Antalya R32,L vs Aponasenko,0.88,0.43,41.3,2.1,3.3%,56.7%,0.0%,46.4%,25.0%,21.1%
2019 W15 Monastir R16,L vs Bronzetti,1.02,0.65,43.0,2.0,3.7%,48.1%,0.0%,21.7%,36.0%,45.8%
2019 W15 Monastir R32,W vs Morandais,1.11,1.25,64.0,2.7,2.2%,50.0%,2.5%,52.5%,61.1%,48.5%
2019 W15 Monastir R32,L vs Spiteri,0.84,0.68,39.1,2.1,0.0%,47.2%,3.0%,60.6%,36.8%,37.8%
2019 W15 Monastir R32,L vs Talcott,0.88,0.72,42.6,2.0,-,36.4%,-,48.3%,44.7%,50.0%
2019 W25 Jodhpur R32,W vs Ayukawa,1.02,1.50,45.5,2.0,-,69.0%,-,58.3%,61.5%,42.9%
2017 Cairo $15K QF,L vs Klaffner,1.11,0.69,52.2,3.7,0.0%,41.4%,0.0%,42.9%,34.6%,37.5%
2017 Cairo $15K R32,W vs Tatarus,1.01,1.05,95.7,18.1,2.9%,45.6%,1.5%,53.8%,48.5%,57.4%
2017 Cairo $15K SF,L vs Samir,0.98,0.63,47.2,2.0,0.0%,38.5%,0.0%,50.0%,46.2%,25.0%
2017 Cairo $15K QF,W vs Kubanova,0.81,1.57,49.0,2.2,0.0%,60.0%,5.3%,78.9%,58.1%,61.5%
2017 Heraklion $15K QF,L vs Rosca,0.82,0.60,43.3,2.0,0.0%,47.8%,0.0%,36.8%,43.3%,40.0%
2017 Heraklion $15K R16,W vs Ochsner,1.11,1.73,38.0,2.0,0.0%,60.7%,0.0%,60.7%,65.2%,57.1%
2017 Heraklion $15K R32,W vs Guglielminotti,1.23,1.60,44.9,2.1,0.0%,60.6%,0.0%,53.1%,43.3%,70.4%
2017 Heraklion $15K R32,L vs Gaspar,0.89,0.72,51.7,2.2,6.3%,59.4%,3.1%,46.9%,25.7%,51.5%
2017 Heraklion $15K R32,W vs Duca,0.98,1.10,82.4,4.8,0.0%,60.0%,0.0%,52.4%,45.3%,53.3%
2017 Jounieh $15K QF,W vs Aponasenko,1.16,1.23,60.6,2.5,0.0%,38.2%,3.3%,56.7%,48.6%,63.9%
2019 (10 matches),,0.95,0.81,47.1,2.2,0.9%,51.1%,0.7%,48.3%,45.4%,40.6%
2017 (41 matches),,1.01,1.06,55.3,2.6,1.4%,52.0%,1.2%,51.3%,51.2%,50.2%
2016 (30 matches),,1.01,1.10,56.8,2.8,1.3%,53.8%,0.7%,53.1%,49.0%,51.9%
2015 (9 matches),,1.04,1.06,56.6,2.7,1.5%,54.7%,2.0%,49.3%,51.9%,45.8%
2014 (4 matches),,0.93,0.76,41.5,2.2,0.0%,45.9%,0.0%,40.8%,44.1%,47.8%
Career (95 matches),,1.00,1.03,54.7,2.6,1.3%,52.4%,1.0%,50.9%,49.8%,49.3%
