Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2000 Basel F,W vs Federer,61.3%,51.2%,7.3%,6/4,2.24,22.0%,57.9%,40.9%,6.6%,2.17,21.2%,71.4%,62.5%,8.9%,2.30,22.8%
2000 Cincinnati F,W vs Henman,55.4%,48.8%,9.5%,0/7,2.41,66.7%,45.7%,61.9%,2.2%,2.09,51.9%,90.9%,35.0%,27.3%,2.65,77.8%
2000 Cincinnati SF,W vs Clement,62.5%,66.7%,0.0%,0/0,2.00,13.6%,57.1%,62.5%,0.0%,1.75,50.0%,76.3%,69.0%,0.0%,2.09,0.0%
2000 Miami R64,W vs Courier,59.6%,50.8%,2.0%,1/1,2.16,5.7%,50.0%,46.7%,1.7%,1.91,13.0%,85.3%,55.2%,2.9%,2.35,0.0%
2000 Indian Wells F,L vs Corretja,62.3%,37.5%,1.3%,1/0,2.04,57.7%,47.4%,44.4%,2.6%,1.96,63.2%,78.9%,33.3%,0.0%,2.12,51.5%
2000 Indian Wells SF,W vs Philippoussis,58.4%,50.7%,1.6%,2/0,2.80,66.2%,47.0%,54.8%,3.0%,2.61,51.9%,77.8%,47.6%,0.0%,2.90,74.5%
1999 Tour Finals RR,L vs Kafelnikov,66.3%,49.1%,1.3%,0/1,2.36,7.6%,48.6%,29.4%,0.0%,2.63,16.7%,85.7%,58.3%,2.4%,2.13,0.0%
1999 Stuttgart F,W vs Krajicek,52.8%,65.2%,4.0%,3/2,2.06,66.2%,43.4%,51.5%,3.9%,1.96,47.1%,75.0%,78.8%,4.5%,2.16,83.8%
1999 Stuttgart SF,W vs Agassi,64.8%,56.5%,2.8%,0/2,1.95,2.3%,55.2%,50.0%,3.4%,1.80,4.3%,83.3%,60.0%,2.8%,2.12,0.0%
1999 Miami SF,L vs Krajicek,44.9%,31.8%,4.1%,1/1,2.47,44.0%,31.8%,28.6%,4.5%,2.45,41.4%,62.5%,33.3%,4.2%,2.50,47.6%
1999 Australian Open F,L vs Kafelnikov,63.4%,47.1%,2.2%,0/3,2.00,7.6%,59.5%,48.9%,1.3%,1.84,9.4%,84.4%,44.7%,4.4%,2.15,5.9%
1999 Australian Open SF,W vs Lapentti,62.4%,60.3%,4.3%,1/3,2.01,10.6%,64.2%,52.9%,1.9%,1.89,8.7%,82.8%,70.8%,10.3%,2.13,12.5%
1998 Philadelphia F,L vs Sampras,60.0%,42.9%,0.0%,0/0,2.01,82.5%,50.0%,33.3%,0.0%,1.91,58.8%,75.0%,50.0%,0.0%,2.09,100.0%
1997 Paris SF,L vs Bjorkman,64.2%,55.9%,1.9%,0/2,2.02,4.3%,62.3%,55.3%,0.0%,1.89,5.6%,69.8%,56.7%,4.7%,2.11,3.6%
1996 Paris F,W vs Kafelnikov,63.4%,63.5%,2.4%,1/1,1.88,10.3%,60.4%,55.2%,2.1%,1.94,11.1%,74.2%,73.9%,3.2%,1.83,9.5%
1996 Paris SF,W vs Gustafsson,76.7%,54.3%,3.3%,1/1,1.91,2.5%,80.6%,52.0%,3.2%,2.00,6.7%,80.8%,57.1%,3.8%,1.86,0.0%
1996 Cincinnati SF,L vs Chang,64.3%,48.9%,1.4%,1/0,2.35,5.6%,48.5%,50.0%,0.0%,2.21,9.5%,87.9%,48.3%,3.0%,2.44,3.0%
1995 Tour Finals SF,L vs Becker,47.6%,54.0%,5.7%,1/5,1.92,19.7%,34.5%,30.0%,3.4%,1.83,6.7%,69.8%,70.0%,9.3%,2.00,30.6%
1995 Cincinnati SF,L vs Agassi,67.3%,30.3%,4.1%,2/0,2.10,2.5%,60.0%,27.8%,3.3%,2.25,0.0%,88.2%,33.3%,5.9%,2.00,4.2%
1995 Canada SF,L vs Sampras,52.9%,54.5%,1.9%,1/1,1.86,40.7%,36.7%,50.0%,3.3%,1.89,63.6%,82.5%,57.6%,0.0%,1.81,11.5%
Career (21 matches),,61.1%,51.4%,3.4%,46.2%,2.20,27.0%,53.4%,47.0%,2.6%,2.10,26.6%,79.6%,55.4%,4.9%,2.28,27.3%
