Year,ATP Rank,Points,Elo Rank,Elo,hElo Rank,hElo,cElo Rank,cElo,gElo Rank,gElo,Doubles: ATP Rank,Points,D-Lo Rank,D-Lo
2005,133,319,78,1730,62,1705,101,1625,71,1608,,,,
2004,72,538,92,1706,79,1677,110,1614,72,1606,598,56,,
2003,96,398,81,1732,65,1709,93,1633,77,1600,,,,
2002,44,810,20,1928,13,1894,27,1839,27,1747,252,170,,
2001,24,1165,20,1925,17,1873,25,1849,20,1766,286,175,,
2000,9,2210,15,1943,15,1892,19,1879,22,1766,229,220,,
1999,4,2606,6,1998,6,1970,15,1899,19,1774,391,114,,
1998,22,1500,14,1977,13,1932,26,1862,20,1787,309,173,,
1997,28,1312,23,1940,22,1890,45,1798,,,239,255,,
1996,9,2191,7,2079,6,2024,28,1876,39,1746,365,130,,
1995,7,,6,2092,5,2055,16,1903,41,1734,300,159,,
1994,59,,38,1866,27,1867,112,1670,,,289,168,,
1993,88,,52,1850,42,1815,101,1694,86,1613,1096,2,,
1992,63,,41,1877,39,1814,58,1767,,,764,14,,
1991,231,,138,1686,154,1603,144,1616,,,712,18,,
1990,472,,,,,,,,,,,,,
1989,1103,,,,,,,,,,,,,
