Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2000 Basel F,W vs Federer,25.8%,40.4%,53.2%,31.1%,34.2%,48.1%,51.9%,44.2%,60.0%,27.3%,0.0%,17.4%,33.3%,54.4%,-16
2000 Cincinnati F,W vs Henman,26.7%,44.4%,57.1%,30.7%,40.0%,53.3%,70.4%,48.0%,65.2%,31.8%,33.3%,14.3%,38.1%,47.2%,22
2000 Cincinnati SF,W vs Clement,37.2%,51.2%,72.7%,38.4%,68.4%,73.7%,66.7%,71.1%,66.7%,50.0%,-,15.8%,42.1%,75.0%,19
2000 Miami R64,W vs Courier,37.1%,49.4%,64.2%,41.3%,53.1%,61.2%,56.5%,60.8%,55.6%,48.4%,0.0%,18.9%,37.8%,70.0%,34
2000 Indian Wells F,L vs Corretja,22.0%,41.0%,52.1%,29.9%,33.3%,52.6%,47.4%,47.2%,75.0%,31.0%,20.0%,8.3%,30.6%,57.6%,-41
2000 Indian Wells SF,W vs Philippoussis,34.7%,43.0%,56.8%,39.3%,57.1%,65.1%,48.1%,65.9%,56.0%,39.5%,50.0%,11.3%,20.8%,61.7%,-4
1999 Tour Finals RR,L vs Kafelnikov,33.6%,37.2%,37.9%,35.5%,50.8%,55.7%,33.3%,54.3%,62.1%,34.4%,42.9%,16.3%,18.6%,41.7%,39
1999 Stuttgart F,W vs Krajicek,33.9%,44.9%,57.7%,38.9%,46.0%,57.1%,55.9%,55.4%,58.1%,34.4%,0.0%,22.9%,35.4%,59.5%,102
1999 Stuttgart SF,W vs Agassi,38.4%,53.4%,47.7%,43.8%,51.1%,68.1%,43.5%,59.6%,66.7%,24.1%,0.0%,16.0%,28.0%,52.4%,-21
1999 Miami SF,L vs Krajicek,20.0%,32.3%,46.0%,27.2%,21.6%,40.5%,51.7%,34.3%,29.4%,35.0%,25.0%,19.2%,23.1%,38.1%,29
1999 Australian Open F,L vs Kafelnikov,33.0%,40.4%,43.9%,36.6%,50.0%,54.7%,46.9%,56.1%,59.4%,40.6%,20.0%,10.5%,23.7%,41.2%,-20
1999 Australian Open SF,W vs Lapentti,33.3%,42.0%,57.4%,36.7%,47.7%,54.5%,39.1%,53.9%,56.0%,26.3%,-,20.0%,33.3%,75.0%,59
1998 Philadelphia F,L vs Sampras,31.3%,42.2%,52.5%,35.3%,48.5%,60.6%,41.2%,56.4%,26.7%,38.9%,0.0%,14.8%,25.9%,60.9%,25
1997 Paris SF,L vs Bjorkman,33.3%,40.3%,50.0%,35.4%,48.6%,57.1%,38.9%,52.9%,57.1%,28.6%,0.0%,20.0%,25.7%,57.1%,3
1996 Paris F,W vs Kafelnikov,43.6%,46.2%,56.4%,45.6%,62.5%,66.7%,61.1%,65.8%,51.9%,28.6%,-,16.0%,16.0%,52.4%,29
1996 Paris SF,W vs Gustafsson,32.3%,38.7%,60.0%,34.7%,48.3%,58.6%,66.7%,53.4%,46.7%,28.6%,25.0%,19.4%,22.6%,56.0%,13
1996 Cincinnati SF,L vs Chang,23.0%,29.7%,38.9%,26.5%,36.4%,48.5%,38.1%,44.2%,41.7%,42.9%,33.3%,13.2%,15.8%,39.4%,16
1995 Tour Finals SF,L vs Becker,30.6%,42.6%,54.5%,36.6%,48.3%,60.3%,63.3%,59.5%,42.3%,46.9%,100.0%,12.2%,26.8%,47.2%,-8
1995 Cincinnati SF,L vs Agassi,23.7%,30.5%,45.0%,27.5%,36.0%,44.0%,43.8%,44.8%,76.9%,33.3%,0.0%,17.2%,24.1%,45.8%,49
1995 Canada SF,L vs Sampras,30.1%,45.2%,59.3%,37.5%,42.1%,57.9%,63.6%,54.2%,58.3%,42.4%,0.0%,13.3%,30.0%,53.8%,8
Career (21 matches),,30.9%,41.5%,52.1%,35.4%,46.1%,57.0%,51.2%,54.5%,55.5%,35.8%,21.3%,15.3%,26.9%,52.9%,33
