Date,Tournament,Surface,Rd,Rk,vRk,,Score,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
21-Aug-2000,Long Island,Hard,F,7,3,(1) Magnus Norman [SWE] d. (3) Enqvist,6-3 5-7 7-5,0.91,8.3%,9.2%,53.3%,71.9%,41.1%,12/18,2:33
07-Aug-2000,Cincinnati Masters,Hard,F,8,16,(7) Enqvist d. (15) Tim Henman [GBR],7-6(5) 6-4,1.05,13.3%,3.3%,48.9%,84.1%,50.0%,7/7,1:48
13-Mar-2000,Indian Wells Masters,Hard,F,10,26,Alex Corretja [ESP] d. (10) Enqvist,6-4 6-4 6-3,0.60,8.0%,7.0%,54.0%,63.0%,54.3%,8/13,2:00
25-Oct-1999,Stuttgart Masters,Hard,F,18,8,(13) Enqvist d. (8) Richard Krajicek [NED],6-1 6-4 5-7 7-5,1.22,8.5%,5.9%,54.2%,76.6%,59.3%,4/7,2:33
16-May-1999,Dusseldorf,Clay,F,17,3,Patrick Rafter [AUS] d. Enqvist,5-7 6-3 6-3,0.87,2.8%,4.6%,67.0%,57.5%,41.7%,12/19,2:13
18-Jan-1999,Australian Open,Hard,F,21,10,(10) Yevgeny Kafelnikov [RUS] d. Enqvist,4-6 6-0 6-3 7-6(1),0.92,13.0%,3.8%,77.9%,73.5%,24.1%,5/10,2:27
23-Feb-1998,Philadelphia,Hard,F,29,1,(1) Pete Sampras [USA] d. (3) Enqvist,7-5 7-6(3),0.80,21.9%,3.1%,50.0%,71.9%,56.3%,2/5,1:24
02-Feb-1998,Marseille,Hard,F,29,7,(6) Enqvist d. (1) Yevgeny Kafelnikov [RUS],6-4 6-1,2.34,12.8%,10.3%,28.2%,90.9%,71.4%,2/3,0:58
28-Oct-1996,Paris Masters,Carpet,F,12,4,(12) Enqvist d. (4) Yevgeny Kafelnikov [RUS],6-2 6-4 7-5,1.56,25.6%,6.4%,62.8%,83.7%,51.7%,1/3,1:31
20-Feb-1995,Philadelphia,Carpet,F,43,6,Enqvist d. (3) Michael Chang [USA],0-6 6-4 6-0,1.04,18.2%,6.5%,57.1%,72.7%,24.2%,3/8,1:40
