Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,11,Hard,29,18,11,62.1%,18,11,7,61.1%,2004,2019,R16,22,0.99,9.9%,3.0%,55.5%,71.5%,50.7%,62.3%,37.2%,61.4%,39.9%
Roland Garros,14,Clay,31,17,14,54.8%,21,13,8,61.9%,2003,2019,R16,25,0.96,6.4%,2.2%,57.9%,68.8%,50.7%,61.2%,37.1%,55.8%,41.5%
Wimbledon,15,Grass,31,16,15,51.6%,16,8,8,50.0%,2003,2019,R16,26,0.96,9.6%,2.5%,58.3%,73.3%,54.4%,65.4%,33.3%,63.0%,38.0%
US Open,14,Hard,36,21,15,58.3%,29,13,16,44.8%,2003,2019,QF,30,1.04,9.5%,3.8%,55.6%,73.3%,53.1%,64.3%,37.2%,61.7%,40.3%
Olympics,2,,5,3,2,60.0%,3,1,2,33.3%,2008,2012,R16,5,1.15,12.1%,3.3%,59.7%,80.7%,53.4%,69.7%,34.9%,46.2%,28.9%
Davis Cup,14,,49,33,16,67.3%,24,13,11,54.2%,2001,2016,,2,0.77,2.6%,6.4%,53.8%,67.9%,45.8%,57.7%,32.5%,52.9%,35.7%
Queen's Club,10,Grass,18,8,10,44.4%,14,6,8,42.9%,2005,2017,R16,18,0.99,8.3%,3.2%,57.2%,75.8%,53.1%,66.1%,33.5%,59.8%,36.3%
Miami Masters,8,Hard,24,16,8,66.7%,7,5,2,71.4%,2007,2019,QF,24,1.09,7.6%,3.5%,54.4%,73.0%,52.4%,63.6%,39.8%,54.5%,47.7%
Moscow,8,Hard,21,14,7,66.7%,7,3,4,42.9%,2006,2016,W,21,1.10,10.3%,2.6%,59.3%,77.3%,51.8%,66.9%,36.5%,68.9%,39.7%
Indian Wells Masters,8,Hard,13,5,8,38.5%,3,2,1,66.7%,2006,2013,R32,13,0.99,7.5%,3.4%,56.5%,71.6%,52.3%,63.2%,36.5%,56.3%,38.6%
St. Petersburg,7,Hard,15,8,7,53.3%,5,2,3,40.0%,2006,2019,F,15,1.16,9.8%,2.6%,58.5%,73.8%,53.3%,65.3%,40.3%,64.6%,39.6%
Chennai,5,Hard,20,15,5,75.0%,6,4,2,66.7%,2005,2012,W,20,1.25,8.6%,2.0%,60.6%,75.3%,57.6%,68.3%,39.7%,60.6%,48.4%
