Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,323,173,150,53.6%,440-362,54.9%,4093-3838,51.6%,77-82,48.4%,300,80.9%,22.2%,9.0%,3.4%,56.1%,74.2%,52.3%,64.6%,37.1%,50.8%,1.05
Clay,142,73,69,51.4%,190-185,50.7%,1821-1821,50.0%,34-33,50.7%,121,75.1%,22.9%,7.0%,3.1%,55.3%,70.7%,49.6%,61.3%,37.2%,49.3%,0.96
Grass,72,38,34,52.8%,105-100,51.2%,1047-1025,50.5%,21-22,48.8%,72,84.2%,16.6%,9.9%,2.8%,58.8%,75.4%,54.4%,66.7%,33.8%,50.1%,1.02
Carpet,13,5,8,38.5%,17-18,48.6%,177-175,50.3%,3-2,60.0%,8,81.5%,11.6%,12.4%,1.3%,58.8%,75.3%,48.8%,64.4%,32.3%,48.6%,0.91
Grand Slams,103,52,51,50.5%,190-185,50.7%,1870-1869,50.0%,39-36,52.0%,103,79.2%,20.5%,8.9%,2.9%,56.8%,71.8%,52.3%,63.3%,36.2%,49.8%,0.99
Masters,97,47,50,48.5%,108-110,49.5%,1056-1076,49.5%,21-18,53.8%,97,78.3%,20.6%,8.3%,3.7%,54.5%,74.2%,50.5%,63.4%,36.3%,49.7%,0.99
Other Tours,296,156,140,52.7%,354-300,54.1%,3354-3139,51.7%,62-73,45.9%,294,81.5%,22.0%,8.9%,3.1%,56.9%,74.6%,52.2%,64.9%,36.9%,50.8%,1.05
Best of 5,142,78,64,54.9%,272-238,53.3%,2571-2491,50.8%,50-46,52.1%,103,79.2%,20.5%,8.9%,2.9%,56.8%,71.8%,52.3%,63.3%,36.2%,49.8%,0.99
Best of 3,408,211,197,51.7%,480-427,52.9%,4567-4368,51.1%,85-93,47.8%,398,80.4%,21.6%,8.7%,3.3%,56.2%,74.4%,51.7%,64.5%,36.7%,50.5%,1.03
Finals,13,6,7,46.2%,17-15,53.1%,160-161,49.8%,4-3,57.1%,13,76.1%,22.9%,7.2%,1.9%,58.4%,70.4%,50.7%,62.2%,36.8%,49.4%,0.97
Semi-finals,24,11,13,45.8%,26-26,50.0%,252-247,50.5%,2-6,25.0%,23,83.1%,17.8%,8.5%,2.4%,57.8%,75.1%,52.0%,65.3%,34.6%,49.9%,1.00
Quarter-finals,50,24,26,48.0%,61-57,51.7%,595-578,50.7%,10-15,40.0%,50,81.8%,20.1%,8.9%,2.8%,59.7%,73.5%,51.5%,64.6%,36.5%,50.4%,1.03
vs Righties,484,255,229,52.7%,662-586,53.0%,6278-6055,50.9%,121-116,51.1%,446,80.1%,21.1%,8.8%,3.1%,56.3%,73.8%,52.0%,64.3%,36.4%,50.3%,1.02
vs Lefties,62,30,32,48.4%,80-77,51.0%,795-771,50.8%,13-23,36.1%,55,79.8%,23.2%,8.1%,3.9%,57.4%,72.2%,50.7%,63.0%,37.7%,50.4%,1.02
vs Top 10,63,15,48,23.8%,53-115,31.5%,732-947,43.6%,16-24,40.0%,58,74.2%,14.8%,7.3%,3.0%,55.9%,70.0%,49.4%,60.9%,31.8%,46.7%,0.81
