Match,Result,Unret%,<=3 W%,RiP W%,SvImpact,1st: Unret%,<=3 W%,RiP W%,SvImpact,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,2ndAgg
2019 Stockholm QF,L vs Sugita,22.3%,33.8%,48.5%,29.5%,31.0%,47.6%,56.9%,42.9%,55.6%,35.4%,12.5%,10.0%,14.0%,37.8%,-18
2019 Stockholm R16,W vs Fognini,27.5%,45.0%,65.4%,37.8%,40.9%,72.7%,69.2%,59.5%,50.0%,50.0%,-,13.3%,13.3%,61.5%,4
2019 Stockholm R32,W vs Moutet,27.7%,38.3%,70.0%,38.1%,33.3%,51.9%,66.7%,51.5%,44.4%,44.4%,-,25.0%,25.0%,75.0%,102
2019 US Open R128,L vs Kudla,21.5%,29.2%,45.5%,27.8%,30.9%,42.0%,46.4%,40.9%,32.4%,36.4%,37.5%,6.5%,8.7%,44.2%,-49
2019 Roland Garros R128,L vs Dimitrov,19.2%,30.1%,48.2%,26.6%,24.4%,37.2%,52.3%,37.1%,28.9%,46.3%,57.1%,12.5%,21.4%,42.9%,10
2019 Bangkok CH R32,W vs Polmans,24.0%,33.3%,56.6%,30.0%,45.7%,54.3%,68.4%,58.6%,31.6%,31.3%,0.0%,5.6%,16.7%,50.0%,-63
2017 Anning CH F,W vs Halys,31.1%,49.5%,60.9%,39.8%,37.9%,65.2%,68.3%,51.5%,40.0%,43.9%,25.0%,20.0%,22.9%,50.0%,-37
2017 Qingdao CH F,W vs Otte,23.4%,32.8%,57.4%,31.9%,27.8%,44.4%,61.5%,42.8%,37.5%,50.0%,-,19.2%,19.2%,52.4%,29
2017 Rio de Janeiro R32,L vs Thiem,25.8%,28.8%,46.8%,28.2%,44.8%,51.7%,31.3%,50.3%,45.5%,27.8%,50.0%,11.4%,11.4%,54.8%,1
2017 Bangkok CH F,W vs Li,28.6%,30.6%,63.3%,30.8%,45.5%,50.0%,75.0%,50.5%,57.1%,20.0%,0.0%,18.2%,18.2%,55.6%,45
2017 Bangkok CH F,W vs Kavcic,15.7%,18.6%,62.2%,16.4%,29.6%,33.3%,68.4%,31.5%,46.2%,14.3%,0.0%,10.3%,13.8%,57.7%,-79
2016 Tokyo R16,L vs Karlovic,33.3%,49.4%,62.7%,39.8%,39.6%,56.3%,69.0%,50.4%,40.0%,30.3%,0.0%,26.7%,43.3%,54.5%,59
2016 Shenzhen QF,W vs Jaziri,46.3%,56.7%,54.3%,50.0%,58.7%,69.6%,63.2%,64.1%,33.3%,28.0%,50.0%,20.0%,30.0%,43.8%,-7
2016 Shenzhen R16,W vs Paire,28.1%,32.5%,53.2%,33.4%,32.1%,41.1%,55.3%,43.0%,41.7%,25.0%,0.0%,26.4%,26.4%,51.3%,51
2016 St Petersburg R32,L vs Youzhny,25.0%,29.4%,45.8%,29.9%,34.1%,41.5%,51.9%,42.2%,34.8%,50.0%,50.0%,12.5%,12.5%,38.1%,4
2013 Chennai F,W vs Bautista Agut,27.3%,37.9%,59.6%,34.1%,43.2%,51.4%,76.2%,55.4%,46.7%,40.9%,-,7.1%,21.4%,46.2%,-42
2012 Tour Finals RR,L vs Ferrer,30.1%,37.3%,28.3%,33.4%,47.6%,54.8%,36.4%,54.0%,33.3%,61.1%,100.0%,13.9%,22.2%,22.6%,16
2012 Tour Finals RR,L vs Del Potro,19.0%,22.4%,43.2%,22.9%,31.3%,34.4%,40.9%,38.4%,31.3%,50.0%,28.6%,4.3%,8.7%,45.5%,-76
2012 Tour Finals RR,L vs Federer,18.6%,28.8%,44.7%,20.3%,25.7%,31.4%,38.5%,28.6%,28.6%,42.9%,28.6%,8.7%,26.1%,52.4%,-26
2012 Paris QF,L vs Janowicz,19.5%,19.5%,47.5%,21.8%,28.2%,28.2%,57.1%,32.8%,28.6%,11.1%,0.0%,11.4%,11.4%,38.7%,-2
Career (31 matches),,25.7%,35.2%,51.1%,31.3%,36.0%,48.7%,54.7%,45.9%,38.9%,35.8%,33.0%,14.3%,20.4%,47.4%,28
