Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2025 Rome R64,L vs Musetti,3.1%,50.0%,13.6%,56.3%,10.2%,4.5%,16.7%,0.0%,0.0%,3.0%,14.3%,-10,-7
2025 Marseille R32,W vs Korda,6.9%,57.1%,9.8%,54.5%,20.5%,29.2%,25.0%,5.9%,11.1%,2.6%,42.9%,30,48
2025 Australian Open R128,L vs Fils,6.7%,66.7%,7.6%,65.0%,16.1%,23.3%,30.0%,6.3%,16.7%,2.8%,22.2%,-8,27
2024 US Open R64,L vs De Minaur,8.2%,77.8%,16.8%,70.6%,13.6%,17.5%,0.0%,6.4%,5.9%,2.6%,11.1%,27,41
2024 Wimbledon R64,L vs Paul,10.2%,78.6%,13.0%,64.1%,15.8%,30.6%,5.6%,6.8%,14.3%,1.6%,42.9%,-7,5
2024 Roland Garros R128,L vs Misolic,7.8%,50.0%,11.6%,48.6%,15.0%,20.0%,44.4%,6.0%,18.4%,3.0%,11.1%,-4,7
2024 Quimper CH R32,W vs Barrere,9.1%,60.0%,8.9%,76.9%,19.6%,26.3%,50.0%,15.4%,21.4%,2.3%,0.0%,63,92
2023 Davis Cup Finals RR,W vs Prizmic,7.0%,50.0%,16.8%,59.4%,17.8%,22.7%,0.0%,8.2%,24.1%,2.1%,42.9%,40,55
2022 Helsinki CH R16,L vs Machac,11.5%,50.0%,9.9%,63.6%,22.8%,28.6%,0.0%,6.3%,7.1%,3.4%,50.0%,78,87
2022 Roanne CH R16,W vs Blanchet,28.2%,58.3%,17.9%,57.1%,19.5%,16.3%,50.0%,12.7%,20.0%,2.1%,50.0%,24,43
2022 Bergamo CH F,W vs Struff,2.9%,100.0%,6.5%,62.5%,24.4%,22.2%,33.3%,15.2%,13.3%,3.2%,60.0%,4,96
Career (11 matches),,9.4%,62.4%,12.2%,60.8%,16.7%,21.8%,20.0%,7.4%,15.8%,2.5%,28.2%,16,36
