Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,4,0,4,0.0%,2,0,2,0.0%,2023,2026,R128,4,0.79,9.4%,5.8%,59.9%,68.7%,46.1%,59.6%,32.0%,65.9%,28.0%
Roland Garros,3,Clay,8,4,4,50.0%,1,1,0,100.0%,2023,2025,R128,8,1.05,6.8%,3.7%,64.2%,69.5%,48.2%,61.9%,40.1%,57.6%,39.3%
Wimbledon,2,Grass,8,6,2,75.0%,4,2,2,50.0%,2023,2024,R64,8,1.07,13.5%,3.6%,59.7%,74.9%,52.2%,65.8%,36.7%,73.8%,37.7%
US Open,3,Hard,11,8,3,72.7%,10,3,7,30.0%,2023,2025,R64,11,1.08,9.6%,5.8%,56.5%,74.6%,51.2%,64.4%,38.5%,60.6%,36.4%
Davis Cup,7,,20,10,10,50.0%,11,8,3,72.7%,2020,2026,,14,0.87,11.6%,4.8%,60.1%,72.0%,48.2%,62.5%,32.5%,64.9%,34.2%
Dubai,2,Hard,5,3,2,60.0%,2,0,2,0.0%,2025,2026,R32,5,1.13,16.7%,4.1%,60.4%,78.1%,53.2%,68.2%,36.0%,60.0%,46.4%
s Hertogenbosch,2,Grass,4,2,2,50.0%,4,2,2,50.0%,2024,2025,R16,3,1.19,11.7%,3.2%,60.3%,76.5%,56.1%,68.4%,37.5%,45.5%,24.1%
Rome Masters,2,Clay,5,3,2,60.0%,1,1,0,100.0%,2023,2025,R64,5,0.99,5.7%,3.0%,54.6%,70.5%,53.0%,62.6%,37.0%,63.3%,32.4%
Madrid Masters,2,Clay,2,0,2,0.0%,2,2,0,100.0%,2023,2025,Q1,2,0.80,9.1%,2.7%,52.7%,69.4%,54.5%,62.4%,30.3%,63.6%,7.1%
Miami Masters,2,Hard,3,1,2,33.3%,2,1,1,50.0%,2024,2025,Q2,3,0.99,6.9%,3.4%,69.3%,69.6%,45.0%,62.1%,37.4%,53.8%,66.7%
Doha,2,Hard,5,2,3,40.0%,1,0,1,0.0%,2023,2025,R32,5,0.85,4.2%,2.7%,68.5%,67.0%,45.3%,60.1%,33.9%,63.6%,45.5%
