Match,Result,Avg Speed,1st Avg,1st StDev,1st T Avg,1st Wide Avg,Max 1st,Min 1st,2nd Avg,2nd StDev,2nd T Avg,2nd Wide Avg,Max 2nd,Min 2nd
2024 US Open R64,L vs De Minaur,112.5,120.9,8.8,126.1,118.9,134,99,100.3,6.5,105.0,105.7,117,85
2024 US Open R128,W vs Halys,114.1,121.9,8.2,125.1,116.9,137,102,104.0,8.4,94.8,102.5,119,73
2024 Wimbledon R64,L vs Paul,116.8,126.4,6.3,129.0,122.6,136,113,104.3,6.1,102.0,103.3,118,91
2023 US Open R128,L vs Etcheverry,107.3,114.9,9.7,120.5,110.7,133,91,97.4,5.5,98.6,99.3,110,81
Career (4 matches),,112.4,120.8,8.3,125.0,116.0,137,91,101.2,6.4,98.6,102.7,119,73
