Split,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR
Hard,3,2,1,66.7%,4-2,66.7%,32-20,61.5%,0-0,-,1,77.8%,0.0%,20.0%,0.0%,56.0%,75.0%,40.9%,60.0%,25.4%,41.3%,0.64
Clay,5,2,3,40.0%,4-7,36.4%,50-59,45.9%,1-0,100.0%,4,76.7%,18.2%,6.4%,4.1%,56.3%,68.7%,51.9%,61.4%,36.3%,49.2%,0.94
Grass,2,1,1,50.0%,2-0,100.0%,14-11,56.0%,1-0,100.0%,1,75.0%,33.3%,9.1%,3.9%,58.4%,77.8%,43.8%,63.6%,44.7%,52.8%,1.23
Masters,2,1,1,50.0%,2-2,50.0%,17-20,45.9%,0-0,-,2,77.8%,15.8%,6.3%,2.8%,53.5%,66.2%,52.2%,59.7%,33.3%,48.4%,0.83
Other Tours,5,2,3,40.0%,4-5,44.4%,46-49,48.4%,2-0,100.0%,4,76.1%,19.1%,9.7%,4.0%,58.3%,73.5%,47.4%,62.6%,38.0%,49.2%,1.01
Best of 3,10,5,5,50.0%,10-9,52.6%,96-90,51.6%,2-0,100.0%,6,76.6%,18.2%,8.5%,3.6%,56.6%,71.1%,49.2%,61.6%,36.8%,49.0%,0.96
vs Righties,8,4,4,50.0%,8-7,53.3%,76-76,50.0%,2-0,100.0%,6,76.6%,18.2%,8.5%,3.6%,56.6%,71.1%,49.2%,61.6%,36.8%,49.0%,0.96
vs Top 10,1,0,1,0.0%,0-2,0.0%,5-12,29.4%,0-0,-,1,62.5%,0.0%,1.5%,1.5%,58.5%,65.8%,37.0%,53.8%,26.4%,41.5%,0.57
