Match,Result,RiP%,RiP W%,RetWnr%,FH/BH,RDI,Slice%,1st: RiP%,RiP W%,RetWnr%,RDI,Slice%,2nd: RiP%,RiP W%,RetWnr%,RDI,Slice%
2025 Rome R64,L vs Musetti,79.2%,31.0%,1.9%,1/0,2.20,3.9%,83.8%,22.6%,2.7%,2.19,7.7%,73.3%,54.5%,0.0%,2.22,0.0%
2025 Marseille R32,W vs Korda,61.9%,47.7%,5.7%,4/2,2.24,8.3%,62.3%,44.2%,2.9%,2.25,10.5%,68.8%,54.5%,12.5%,2.24,5.9%
2025 Australian Open R128,L vs Fils,62.1%,43.1%,3.4%,3/1,2.24,11.5%,54.1%,35.0%,1.4%,2.24,17.4%,80.0%,53.1%,7.5%,2.24,4.9%
2024 US Open R64,L vs De Minaur,72.1%,33.9%,3.5%,3/0,2.21,6.4%,70.7%,41.4%,7.3%,2.27,11.6%,78.6%,27.3%,0.0%,2.13,0.0%
2024 Wimbledon R64,L vs Paul,61.6%,43.0%,2.6%,1/3,2.35,5.3%,55.8%,37.9%,2.9%,2.38,10.4%,77.8%,51.4%,2.2%,2.32,0.0%
2024 Roland Garros R128,L vs Misolic,85.9%,46.3%,1.3%,2/0,1.86,11.3%,86.1%,39.1%,1.0%,1.96,21.2%,90.4%,59.6%,1.9%,1.76,0.0%
2024 Quimper CH R32,W vs Barrere,59.7%,56.5%,0.0%,0/0,1.85,13.9%,56.8%,36.0%,0.0%,1.57,29.4%,70.0%,81.0%,0.0%,2.08,0.0%
2023 Davis Cup Finals RR,W vs Prizmic,76.7%,43.5%,4.4%,2/2,2.29,15.2%,73.8%,42.2%,3.3%,1.96,41.7%,85.7%,45.8%,7.1%,2.49,0.0%
2022 Helsinki CH R16,L vs Machac,79.2%,35.7%,3.8%,2/0,-,12.5%,72.7%,41.7%,6.1%,-,20.8%,90.0%,27.8%,0.0%,-,0.0%
2022 Roanne CH R16,W vs Blanchet,74.7%,50.7%,1.1%,1/0,-,13.4%,71.4%,43.3%,2.4%,-,23.1%,87.2%,56.1%,0.0%,-,0.0%
2022 Bergamo CH F,W vs Struff,65.7%,58.7%,2.9%,2/0,-,0.0%,70.0%,57.1%,5.0%,-,0.0%,75.0%,61.1%,0.0%,-,0.0%
Career (11 matches),,70.5%,44.7%,2.8%,72.4%,2.17,9.6%,68.1%,39.8%,2.8%,2.15,17.3%,80.5%,52.0%,2.9%,2.18,1.2%
