Match,Result,BLR,DR+,EI,CBF,Deuce A%,Deuce SPW%,Ad A%,Ad SPW%,Deuce RPW%,Ad RPW%
2025 Rome R64,L vs Musetti,0.94,0.54,40.4,2.0,3.0%,48.5%,0.0%,59.4%,18.5%,34.6%
2025 Marseille R32,W vs Korda,1.18,1.13,70.8,5.9,13.1%,59.0%,18.6%,71.2%,32.8%,34.0%
2025 Australian Open R128,L vs Fils,0.97,0.73,41.0,6.8,6.7%,60.0%,8.5%,64.8%,29.0%,27.8%
2024 US Open R64,L vs De Minaur,0.97,0.58,29.2,3.0,6.9%,56.9%,3.4%,50.0%,30.4%,25.0%
2024 US Open R128,W vs Halys,0.96,1.69,30.5,2.2,7.1%,75.0%,12.5%,79.2%,32.4%,50.0%
2024 Wimbledon R64,L vs Paul,1.00,0.83,54.4,5.4,9.0%,67.9%,5.6%,64.8%,25.0%,31.0%
2024 Wimbledon R128,W vs Purcell,1.23,1.89,26.5,2.0,24.4%,73.2%,23.7%,71.1%,47.5%,37.8%
2024 Roland Garros R128,L vs Misolic,0.92,0.85,44.1,126.9,16.9%,63.6%,5.9%,45.6%,49.4%,33.3%
2024 Quimper CH R32,W vs Barrere,1.11,1.51,54.7,2.4,19.4%,66.7%,21.2%,78.8%,38.5%,36.8%
2023 Davis Cup RR,W vs Prizmic,1.28,1.16,64.8,2.3,9.6%,59.6%,18.8%,64.6%,36.2%,32.6%
2022 Helsinki CH R16,L vs Machac,0.86,0.56,42.2,2.4,13.8%,58.6%,6.9%,55.2%,35.7%,20.0%
2022 Roanne CH R16,W vs Blanchet,0.97,1.24,61.7,17.5,15.1%,58.5%,16.7%,72.9%,42.9%,45.7%
2022 Bergamo CH F,W vs Struff,0.91,1.65,44.4,2.0,35.7%,75.0%,38.5%,73.1%,50.0%,44.1%
2019 M15 Karlskrona QF,L vs Niklas Salminen,0.81,0.65,35.5,2.5,-,48.3%,-,53.8%,48.1%,29.4%
2019 M15 Karlskrona R16,W vs Bergevi,1.12,1.24,64.4,5.2,-,61.2%,-,54.5%,55.8%,36.2%
2019 M15 Karlskrona R32,W vs Bocchi,1.13,1.32,61.9,2.6,-,62.5%,-,58.3%,48.5%,43.3%
2019 M15 Faro R32,L vs Ehrat,1.15,0.59,42.8,2.2,4.0%,28.0%,0.0%,50.0%,50.0%,13.6%
2025 (3 matches),,1.04,0.81,52.0,3.7,8.3%,57.4%,10.5%,66.0%,28.6%,31.5%
2024 (6 matches),,1.01,1.04,40.8,3.2,13.0%,66.8%,10.1%,62.3%,36.7%,36.2%
2023 (1 matches),,1.28,1.16,64.8,2.3,9.6%,59.6%,18.8%,64.6%,36.2%,32.6%
2022 (3 matches),,0.93,1.11,51.7,3.1,20.0%,62.7%,19.4%,68.0%,43.4%,39.0%
2019 (4 matches),,1.02,0.92,51.0,2.8,0.6%,52.3%,0.0%,54.5%,50.9%,32.0%
Career (17 matches),,1.03,0.99,47.8,3.1,10.2%,61.0%,10.0%,62.5%,38.9%,34.7%
