Match,Result,Winners,UFEs,Ratio,Wnr/Pt,UFE/Pt,RallyWinners,RallyUFEs,RallyRatio,Rally Wnr/Pt,Rally UFE/Pt,FH Wnr/Pt,BH Wnr/Pt,vs Ratio,vs Wnr/Pt,vs UFE/Pt
2026 Austin R32,W vs Andreescu,31,33,0.9,16.3%,17.4%,24,27,0.9,14.4%,16.2%,9.6%,4.2%,0.7,13.7%,21.1%
2024 Wimbledon R64,L vs Collins,14,24,0.6,10.4%,17.9%,8,19,0.4,7.3%,17.3%,4.5%,2.7%,0.8,16.4%,21.6%
2024 Wimbledon R128,W vs Sherif,17,8,2.1,18.5%,8.7%,13,6,2.2,15.7%,7.2%,9.6%,6.0%,0.4,8.7%,19.6%
2024 s Hertogenbosch SF,L vs Andreescu,18,27,0.7,14.9%,22.3%,15,26,0.6,12.9%,22.4%,9.5%,3.4%,0.9,12.4%,14.0%
2024 s Hertogenbosch QF,W vs Krunic,29,21,1.4,22.1%,16.0%,23,20,1.2,19.0%,16.5%,10.7%,8.3%,0.9,11.5%,13.0%
2023 Wimbledon R32,L vs Alexandrova,7,12,0.6,7.8%,13.3%,2,10,0.2,2.6%,12.8%,1.3%,1.3%,1.3,22.2%,16.7%
2023 Wimbledon R64,W vs Niemeier,16,31,0.5,7.7%,14.8%,13,24,0.5,6.7%,12.3%,4.1%,2.6%,0.5,13.4%,26.8%
2023 Wimbledon R128,W vs Noskova,41,22,1.9,21.1%,11.3%,27,20,1.4,15.6%,11.6%,11.0%,4.0%,0.6,12.9%,20.6%
2023 Roland Garros R128,L vs Gracheva,15,24,0.6,8.7%,13.9%,12,20,0.6,7.5%,12.4%,3.7%,2.5%,0.8,14.5%,17.9%
2023 Indian Wells R128,W vs Collins,16,19,0.8,11.8%,14.0%,10,17,0.6,8.1%,13.8%,6.5%,1.6%,0.2,5.9%,27.9%
2022 US Open R32,L vs Kudermetova,6,16,0.4,8.8%,23.5%,2,15,0.1,3.3%,25.0%,3.3%,0.0%,2.5,22.1%,8.8%
2022 US Open R64,W vs Dart,18,10,1.8,20.7%,11.5%,15,10,1.5,19.5%,13.0%,14.3%,5.2%,0.2,3.4%,20.7%
2022 US Open R128,W vs Parrizas Diaz,21,26,0.8,20.2%,25.0%,18,23,0.8,18.8%,24.0%,10.4%,7.3%,0.2,5.8%,24.0%
2022 Wimbledon R64,L vs Juvan,23,30,0.8,16.8%,21.9%,21,28,0.8,16.2%,21.5%,12.3%,3.1%,1.5,16.8%,10.9%
2022 Wimbledon R128,W vs Inglis,41,34,1.2,21.9%,18.2%,33,31,1.1,19.6%,18.5%,11.9%,6.0%,0.9,19.3%,20.3%
2021 US Open R128,L vs Martic,16,42,0.4,13.1%,34.4%,14,38,0.4,13.2%,35.8%,9.4%,3.8%,0.6,15.6%,25.4%
2021 W25 Prague F,L vs Niemeier,8,33,0.2,7.7%,31.7%,7,27,0.3,7.9%,30.3%,3.4%,3.4%,0.5,8.7%,18.3%
2016 Tokyo $100K F,L vs Zhang,39,49,0.8,18.6%,23.3%,34,44,0.8,17.3%,22.4%,9.2%,6.6%,0.7,11.9%,17.1%
Career (18 matches),,376,461,0.8,15.1%,18.5%,291,405,0.7,12.9%,18.0%,8.2%,4.1%,0.7,13.2%,19.6%
