Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,8,1,7,12.5%,5-15,25.0%,86-110,43.9%,1-1,50.0%,8,69.8%,18.4%,6.7%,4.0%,66.4%,66.7%,39.2%,57.4%,36.5%,47.1%,0.86,R16 (Austin)
2025,11,5,6,45.5%,13-14,48.1%,130-134,49.2%,1-2,33.3%,11,73.8%,25.2%,5.4%,4.2%,59.2%,65.8%,49.3%,59.0%,39.6%,49.7%,0.97,QF (Hamburg)
2024,12,6,6,50.0%,12-14,46.2%,117-121,49.2%,0-1,0.0%,12,70.0%,28.2%,5.6%,3.9%,65.6%,65.1%,47.4%,59.0%,41.5%,50.1%,1.01,SF (s Hertogenbosch)
2023,22,8,14,36.4%,20-29,40.8%,214-251,46.0%,4-5,44.4%,19,70.5%,19.6%,7.7%,3.6%,64.5%,64.6%,46.7%,58.3%,36.2%,47.2%,0.87,QF (Linz)
2022,19,7,12,36.8%,16-24,40.0%,175-192,47.7%,1-3,25.0%,18,66.5%,30.5%,4.6%,2.7%,65.5%,63.4%,45.5%,57.2%,39.7%,48.6%,0.93,R16 (3x)
2021,5,3,2,60.0%,7-4,63.6%,53-49,52.0%,1-0,100.0%,5,66.7%,36.0%,2.5%,4.4%,64.5%,61.4%,46.9%,56.2%,44.6%,50.6%,1.02,SF (Budapest)
2019,3,2,1,66.7%,5-2,71.4%,41-27,60.3%,1-1,50.0%,3,82.4%,37.5%,11.1%,3.4%,58.2%,71.9%,54.0%,64.4%,42.4%,52.7%,1.19,
2018,3,1,2,33.3%,3-5,37.5%,31-40,43.7%,0-0,-,3,62.9%,25.0%,2.3%,5.0%,62.2%,60.2%,43.9%,54.1%,39.2%,47.0%,0.85,
2017,3,1,2,33.3%,2-5,28.6%,24-39,38.1%,0-0,-,3,53.1%,25.8%,5.7%,4.7%,56.3%,60.2%,38.1%,50.5%,38.0%,44.0%,0.77,
2016,2,0,2,0.0%,0-4,0.0%,15-25,37.5%,0-0,-,1,70.0%,10.0%,5.7%,3.8%,62.3%,63.6%,65.0%,64.2%,32.8%,47.4%,0.91,
Career,88,34,54,38.6%,83-116,41.7%,886-988,47.3%,9-13,40.9%,83,69.3%,25.5%,5.8%,3.8%,63.6%,64.5%,46.3%,57.9%,39.0%,48.5%,0.93,
