Match,Result,Unret%,<=3 W%,RiP W%,1st: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2nd: Unret%,<=3 W%,RiP W%,D Wide%,A Wide%,BP Wide%,2ndAgg
2026 Austin R32,W vs Andreescu,31.8%,40.2%,40.3%,38.0%,49.3%,40.9%,30.3%,18.4%,16.7%,23.3%,26.7%,39.1%,42.9%,18.8%,-,97
2024 s Hertogenbosch SF,L vs Andreescu,21.4%,30.4%,39.5%,26.3%,39.5%,32.1%,46.7%,26.1%,50.0%,11.8%,11.8%,53.3%,63.6%,0.0%,0.0%,-37
2024 s Hertogenbosch QF,W vs Krunic,34.4%,51.6%,56.1%,35.9%,59.0%,64.0%,38.9%,42.9%,-,33.3%,41.7%,43.8%,27.3%,38.5%,0.0%,-56
2023 Roland Garros R128,L vs Gracheva,29.9%,37.7%,38.0%,32.7%,44.9%,42.4%,61.9%,28.6%,50.0%,29.2%,29.2%,29.4%,50.0%,40.0%,0.0%,68
2023 Indian Wells R128,W vs Collins,21.3%,29.5%,52.2%,25.0%,34.1%,48.5%,50.0%,39.3%,33.3%,13.3%,20.0%,61.5%,50.0%,60.0%,-,17
2022 Australian Open Q2,W vs De Vroome,21.9%,32.8%,44.9%,21.5%,35.5%,52.1%,45.5%,26.5%,0.0%,24.2%,27.3%,24.0%,0.0%,29.2%,33.3%,-35
2021 ITF Prague F,L vs Niemeier,24.1%,31.5%,34.3%,36.1%,47.2%,47.8%,60.9%,38.5%,0.0%,0.0%,0.0%,8.3%,0.0%,33.3%,0.0%,-119
2016 ITF Tokyo F,L vs Zhang,16.4%,24.5%,46.0%,24.6%,38.5%,44.9%,48.5%,34.4%,20.0%,5.0%,5.0%,47.4%,36.8%,47.6%,40.0%,-67
Last 52 Weeks (1 matches),,31.8%,40.2%,40.3%,38.0%,49.3%,40.9%,30.3%,18.4%,16.7%,23.3%,26.7%,39.1%,42.9%,18.8%,-,97
Career (8 matches),,24.8%,34.4%,44.1%,29.2%,42.5%,46.8%,46.8%,30.2%,23.1%,18.5%,21.0%,39.0%,38.5%,33.7%,21.4%,43
