Match,Result,RallyLen,RLen-Serve,RLen-Return,1-3 W%,4-6 W%,7-9 W%,10+ W%,FH/GS,BH Slice%,FHP,FHP/100,BHP,BHP/100
2026 Austin R32,W vs Andreescu,3.8,3.6,4.1,55.6%,53.8%,37.5%,28.6%,49.7%,19.4%,6.0,5.1,-5.0,-4.5
2024 s Hertogenbosch SF,L vs Andreescu,3.9,4.1,3.8,48.6%,40.6%,0.0%,54.5%,53.4%,22.2%,-5.5,-6.4,4.0,5.8
2024 s Hertogenbosch QF,W vs Krunic,3.9,3.3,4.4,58.4%,48.4%,43.8%,71.4%,41.5%,29.8%,6.5,8.8,6.0,7.1
2023 Roland Garros R128,L vs Gracheva,4.2,4.2,4.2,49.0%,51.4%,30.8%,43.8%,50.2%,27.9%,7.0,5.0,2.5,2.5
2023 Indian Wells R128,W vs Collins,3.5,3.6,3.3,54.9%,52.0%,46.2%,57.1%,50.3%,26.9%,10.0,12.0,-0.5,-0.7
2022 Australian Open Q2,W vs De Vroome,3.2,3.5,2.8,49.4%,57.8%,34.6%,44.4%,53.6%,14.3%,-4.0,-2.4,-0.5,-0.4
2021 ITF Prague F,L vs Niemeier,3.1,3.0,3.3,44.6%,48.0%,27.3%,0.0%,50.4%,22.1%,-10.0,-16.9,-2.5,-4.7
2016 ITF Tokyo F,L vs Zhang,4.7,4.8,4.5,50.0%,44.1%,36.7%,56.5%,53.1%,15.3%,8.5,4.0,-6.5,-4.1
Last 52 Weeks (1 matches),,3.8,3.6,4.1,55.6%,53.8%,37.5%,28.6%,49.7%,19.4%,6.0,5.1,-5.0,-4.5
Career (8 matches),,3.8,3.8,3.8,51.3%,49.7%,34.2%,47.8%,50.7%,21.4%,2.3,2.0,-0.3,-0.3
