Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2010,1,0,1,0.0%,1-2,33.3%,13-18,41.9%,0-0,-,0,,,,,,,,,,,,R32 (Minsk 25K)
2009,11,6,5,54.5%,13-12,52.0%,117-117,50.0%,2-1,66.7%,0,,,,,,,,,,,,QF (3x)
2008,6,4,2,66.7%,7-5,58.3%,52-54,49.1%,1-0,100.0%,0,,,,,,,,,,,,SF (Minsk 50K)
2007,11,7,4,63.6%,15-9,62.5%,119-96,55.3%,1-0,100.0%,0,,,,,,,,,,,,SF (Orange CA 25K)
2006,32,17,15,53.1%,38-31,55.1%,317-295,51.8%,3-0,100.0%,0,,,,,,,,,,,,F (Bronx NY 50K)
2005,30,19,11,63.3%,39-29,57.4%,339-285,54.3%,3-2,60.0%,0,,,,,,,,,,,,W (Warsaw 25K)
2004,25,11,14,44.0%,27-30,47.4%,266-262,50.4%,2-3,40.0%,0,,,,,,,,,,,,SF (Innsbruck 50K)
2003,23,10,13,43.5%,23-29,44.2%,227-244,48.2%,3-4,42.9%,0,,,,,,,,,,,,F (Vittel 50K)
2002,4,1,3,25.0%,4-6,40.0%,41-40,50.6%,0-0,-,0,,,,,,,,,,,,R16 (Batumi 75K)
2001,12,10,2,83.3%,21-7,75.0%,143-89,61.6%,0-0,-,0,,,,,,,,,,,,W (Batumi 75K)
2000,33,21,12,63.6%,40-28,58.8%,334-305,52.3%,3-4,42.9%,0,,,,,,,,,,,,W (Batumi 75K)
1999,55,33,22,60.0%,66-48,57.9%,521-465,52.8%,8-5,61.5%,0,,,,,,,,,,,,F (2x)
1998,42,25,17,59.5%,46-36,56.1%,380-341,52.7%,6-4,60.0%,0,,,,,,,,,,,,F (Skiathos 10K)
1997,33,18,15,54.5%,38-29,56.7%,326-292,52.8%,3-4,42.9%,0,,,,,,,,,,,,SF (2x)
1996,27,18,9,66.7%,37-17,68.5%,274-199,57.9%,2-2,50.0%,0,,,,,,,,,,,,F (Donetska 10K)
1995,8,4,4,50.0%,10-11,47.6%,95-91,51.1%,0-1,0.0%,0,,,,,,,,,,,,SF (ITF Jurmala)
1994,7,4,3,57.1%,6-7,46.2%,58-59,49.6%,1-0,100.0%,0,,,,,,,,,,,,SF (ITF Jurmala)
Career,360,208,152,57.8%,431-336,56.2%,3622-3252,52.7%,38-30,55.9%,0,,,,,,,,,,,,
