Event,Yrs,Surface,M,W,L,Win%,TB,W,L,TB%,First,Last,Best,MS,DR,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,BPSvd%,BPCnv%
Australian Open,4,Hard,6,2,4,33.3%,0,0,0,-,2022,2026,Q2,6,0.89,1.4%,2.0%,63.8%,58.5%,41.7%,52.4%,42.2%,53.8%,46.2%
Roland Garros,3,Clay,3,0,3,0.0%,1,0,1,0.0%,2022,2024,Q1,3,0.80,1.4%,2.3%,69.6%,47.0%,39.4%,44.7%,44.3%,47.4%,57.1%
Wimbledon,3,Grass,7,4,3,57.1%,5,3,2,60.0%,2022,2024,Q3,7,0.93,2.1%,2.6%,68.5%,59.3%,48.6%,55.9%,41.1%,52.3%,51.0%
US Open,4,Hard,8,4,4,50.0%,2,1,1,50.0%,2021,2024,Q3,8,0.94,2.3%,4.2%,63.9%,60.1%,45.6%,54.9%,42.4%,52.8%,48.4%
Fed Cup,5,,13,7,6,53.8%,3,1,2,33.3%,2012,2020,,4,0.90,0.6%,3.8%,64.7%,51.8%,40.2%,47.7%,47.1%,54.5%,48.9%
Buenos Aires 125,2,Clay,3,1,2,33.3%,1,0,1,0.0%,2023,2025,R16,3,0.94,0.5%,5.1%,71.3%,56.5%,45.2%,53.2%,43.9%,54.8%,32.4%
Colina 125,3,Clay,6,3,3,50.0%,0,0,0,-,2022,2025,R16,6,1.04,2.2%,3.1%,67.9%,58.6%,36.5%,51.5%,50.3%,34.2%,45.8%
Florianopolis 125,2,Clay,4,2,2,50.0%,1,1,0,100.0%,2023,2024,R16,4,1.10,0.0%,3.4%,68.5%,56.4%,46.2%,53.2%,51.6%,56.9%,37.1%
Barranquilla 125,2,Hard,2,0,2,0.0%,1,0,1,0.0%,2023,2024,R32,2,0.76,2.2%,4.5%,63.4%,56.5%,46.9%,53.0%,35.7%,52.9%,44.4%
Abu Dhabi,2,Hard,4,1,3,25.0%,1,0,1,0.0%,2021,2024,R64,4,0.74,1.5%,7.3%,62.5%,63.4%,35.0%,52.7%,34.9%,56.8%,25.0%
Monastir,2,Hard,5,3,2,60.0%,1,1,0,100.0%,2022,2023,R16,5,1.05,1.0%,4.2%,65.7%,60.5%,40.9%,53.8%,48.7%,48.0%,45.6%
