Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,2,1,1,50.0%,3-2,60.0%,21-17,55.3%,0-0,-,2,63.2%,47.4%,0.0%,3.3%,77.2%,56.8%,39.3%,52.8%,49.6%,51.2%,1.05,R16 (WTA Bogota)
2025,5,3,2,60.0%,8-4,66.7%,62-44,58.5%,0-0,-,5,58.5%,58.5%,1.2%,2.7%,72.6%,61.0%,44.0%,56.3%,55.0%,55.7%,1.26,SF (W50+H Pazardzhik)
2023,13,4,9,30.8%,11-19,36.7%,137-154,47.1%,1-3,25.0%,8,51.7%,34.4%,1.4%,2.1%,64.8%,56.4%,43.0%,51.7%,44.5%,48.1%,0.92,R16 (Tokyo)
2022,12,4,8,33.3%,9-18,33.3%,96-143,40.2%,2-0,100.0%,12,49.6%,30.0%,0.8%,2.9%,63.9%,53.1%,42.4%,49.3%,41.8%,45.5%,0.82,R16 (3x)
2021,1,0,1,0.0%,0-2,0.0%,8-13,38.1%,0-1,0.0%,1,70.0%,10.0%,0.0%,3.3%,70.5%,67.4%,27.8%,55.7%,32.3%,43.7%,0.73,R64 (Abu Dhabi)
2020,3,0,3,0.0%,2-6,25.0%,30-41,42.3%,0-0,-,3,42.9%,38.9%,0.0%,4.0%,64.0%,50.6%,39.8%,46.7%,45.4%,46.1%,0.85,
2019,1,1,0,100.0%,2-1,66.7%,15-10,60.0%,0-0,-,1,61.5%,66.7%,2.7%,2.7%,67.6%,56.0%,41.7%,51.4%,51.9%,51.6%,1.07,
2015,1,0,1,0.0%,1-2,33.3%,17-17,50.0%,0-1,0.0%,0,,,,,,,,,,,,
2013,4,4,0,100.0%,8-0,100.0%,49-17,74.2%,1-0,100.0%,0,,,,,,,,,,,,
2012,4,2,2,50.0%,4-5,44.4%,42-49,46.2%,0-1,0.0%,0,,,,,,,,,,,,
Career,46,19,27,41.3%,48-59,44.9%,477-505,48.6%,4-6,40.0%,32,52.7%,38.2%,0.9%,2.8%,66.5%,55.7%,41.9%,51.1%,45.5%,48.3%,0.93,
