Year,M,W,L,Win%,Set W-L,Set%,Game W-L,Game%,TB W-L,TB%,MS,Hld%,Brk%,A%,DF%,1stIn,1st%,2nd%,SPW,RPW,TPW,DR,Best
2026,10,5,5,50.0%,10-12,45.5%,89-97,47.8%,1-1,50.0%,10,51.6%,44.0%,0.3%,1.5%,73.8%,53.5%,46.0%,51.5%,47.2%,49.5%,0.97,QF (2x)
2025,82,55,27,67.1%,115-67,63.2%,909-742,55.1%,10-7,58.8%,81,60.1%,50.5%,1.1%,2.6%,70.6%,58.1%,44.2%,54.0%,50.1%,52.0%,1.09,W (2x)
2024,49,23,26,46.9%,56-58,49.1%,526-508,50.9%,6-4,60.0%,7,54.4%,38.8%,0.9%,2.3%,67.7%,57.1%,41.5%,52.1%,45.3%,48.6%,0.94,F (W35 Alaminos-Larnaca)
2023,36,16,20,44.4%,40-45,47.1%,389-415,48.4%,5-4,55.6%,11,53.3%,33.0%,0.9%,3.7%,63.9%,55.8%,45.8%,52.2%,43.7%,47.9%,0.92,SF (W40 Mexico City)
2022,38,17,21,44.7%,37-53,41.1%,402-432,48.2%,4-9,30.8%,4,45.7%,31.4%,1.8%,3.9%,63.6%,57.2%,33.7%,48.7%,43.3%,46.0%,0.84,F (W60 Brescia)
2021,54,30,24,55.6%,67-60,52.8%,582-594,49.5%,8-4,66.7%,3,45.7%,58.8%,0.5%,2.3%,75.3%,50.3%,42.6%,48.4%,52.6%,50.6%,1.02,W (W60 Charleston SC)
2020,8,3,5,37.5%,7-11,38.9%,72-88,45.0%,1-0,100.0%,0,,,,,,,,,,,,QF (W25 Antalya)
2019,63,38,25,60.3%,86-67,56.2%,735-652,53.0%,4-7,36.4%,0,,,,,,,,,,,,W (3x)
2018,53,28,25,52.8%,65-62,51.2%,598-571,51.2%,7-4,63.6%,0,,,,,,,,,,,,W (San Severo $15K)
2017,69,50,19,72.5%,103-51,66.9%,792-584,57.6%,7-8,46.7%,0,,,,,,,,,,,,W (6x)
2016,63,40,23,63.5%,88-54,62.0%,700-551,56.0%,4-5,44.4%,0,,,,,,,,,,,,F (Hammamet $10K)
2015,50,24,26,48.0%,56-56,50.0%,500-505,49.8%,5-6,45.5%,0,,,,,,,,,,,,SF (5x)
2014,62,37,25,59.7%,82-62,56.9%,699-594,54.1%,5-7,41.7%,0,,,,,,,,,,,,W (Sharm El Sheikh 10K)
2013,48,28,20,58.3%,62-52,54.4%,539-509,51.4%,9-2,81.8%,0,,,,,,,,,,,,SF (3x)
2012,28,9,19,32.1%,23-40,36.5%,286-314,47.7%,0-9,0.0%,0,,,,,,,,,,,,QF (2x)
2011,39,24,15,61.5%,51-35,59.3%,419-356,54.1%,5-2,71.4%,0,,,,,,,,,,,,W (2x)
2010,45,27,18,60.0%,57-40,58.8%,466-380,55.1%,5-2,71.4%,0,,,,,,,,,,,,W (Mytilini 10K)
2009,17,5,12,29.4%,12-25,32.4%,145-185,43.9%,0-2,0.0%,0,,,,,,,,,,,,R16 (5x)
2008,12,6,6,50.0%,13-14,48.1%,120-111,51.9%,0-1,0.0%,0,,,,,,,,,,,,QF (2x)
Career,826,465,361,56.3%,1030-864,54.4%,8968-8188,52.3%,86-84,50.6%,116,57.4%,47.1%,1.0%,2.6%,69.9%,57.1%,43.9%,53.2%,48.8%,51.0%,1.04,
