Match,Result,SnV Freq,SnV W%,Net Freq,Net W%,FH: Wnr%,DTL Wnr%,IO Wnr%,BH: Wnr%,DTL Wnr%,Drop: Freq,Wnr%,RallyAgg,ReturnAgg
2024 Barcelona R64,L vs Diaz Acosta,14.6%,85.7%,18.8%,57.9%,6.0%,12.5%,0.0%,4.2%,13.3%,2.8%,14.3%,-79,-66
Career (1 matches),,14.6%,85.7%,18.8%,57.9%,6.0%,12.5%,0.0%,4.2%,13.3%,2.8%,14.3%,-79,-66
